barrio;ley;identificacion;circunscripcion;seccion;manzana;parcela;division;tipo_unidad;nrounidad;partidaunidad;digitoverificador;tipoplano;valuacionfiscal;nueva;mtstotales;mtscubiertos;habilitado
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°43/44/45;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°5/6;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°53/77/78/79/80;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°67/68/69;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°71/72/73;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°74/75/76;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;LOCALES N°9/10/11;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;Local S/N;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;Locales 55 y 56;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO LOCAL N° 52;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO LOCAL N°42;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO LOCALES N° 26/27;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO LOCALES N° 57/58;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO LOCALES N° 64/65;Comercial;1;;;;;S;;;S
CABA;2095;MERCADO DE BELGRANO;;;;;MERCADO DE BELGRANO N° 21;Comercial;1;;;;;S;;;S
CABA;2095;MIGUEL ANGEL VIGNATTI 527;;;;;MIGUEL ANGEL VIGNATTI 527;Comercial;1;;;;0;N;0;0;S
CABA;2095;MIGUEL ANGEL VIGNATTI 528;;;;;MIGUEL ANGEL VIGNATTI 528;Comercial;1;;;;0;N;0;0;S
CABA;2095;MIGUEL ORLANDO RODRIGUEZ 975;;;;;MIGUEL ORLANDO RODRIGUEZ 975;Comercial;1;;;;0;N;0;0;S
CABA;2095;MINISTERIO DE DESARROLLO HUMANO Y HABITAT;;;;;GASTRONOMICO;Comercial;1;;;;;S;;;S
CABA;2095;MOBY DICK COSTANERA 1117;;;;;MOBY DICK COSTANERA 1117;Comercial;1;;;;0;N;0;0;S
CABA;2095;MODO 1182;;;;;MODO 1182;Comercial;1;;;;0;N;0;0;S
CABA;2095;MONICA ADRIANA GOMEZ 110;;;;;MONICA ADRIANA GOMEZ 110;Comercial;1;;;;0;N;0;0;S
CABA;2095;MONICA BEATRIZ MENON 727;;;;;MONICA BEATRIZ MENON 727;Comercial;1;;;;0;N;0;0;S
CABA;2095;MONICA ELSA ARIAUDO 275;;;;;MONICA ELSA ARIAUDO 275;Comercial;1;;;;0;N;0;0;S
CABA;2095;MULTICANAL 673;;;;;MULTICANAL 673;Comercial;1;;;;0;N;0;0;S
CABA;2095;MUSEO DE ARTE MODERNO DE BUENOS AIRES - Av. SAN JUAN 350;;;;;MUSEO DE ARTE MODERNO DE BUENOS AIRES - Av. SAN JUAN 350;Comercial;1;;;;;S;;;S
CABA;2095;MUSEO DE ARTES PLASTICAS EDUARDO SIVORI;18;21;135;5;AV INFANTA ISABEL 555;Comercial;1;;;;;S;;;S
CABA;2095;Madero Eventos S.A.;;;;;Libertad 844 Piso 9 Of E;Comercial;1262;;;;;S;;;S
CABA;2095;Marta Noemi Quiroz;;;;;Marta Noemi Quiroz 1270;Comercial;1;;;;;S;;;S
CABA;2095;Mercado de Liniers 1237;;;;;Mercado de Liniers 1237;Comercial;1;;;;0;N;0;0;S
CABA;2095;Ministerio de Educación;;;;;Carlos Perette 750;Comercial;1;;;;;S;;;S
CABA;2095;Mundo Futbol S.A.;;;;;Bernardo de Irigoyen 190 - Piso 2 Depto 13;Comercial;1256;;;;;S;;;S
CABA;2095;Museo Cornellio Saavedra;;;;;Museo Cornellio Saavedra;Comercial;1;;;;;S;;;S
CABA;2095;Museo de Arte Hispanoamericano Isaac Fernandez Blanco;;;;;Museo de Arte Hispanoamericano Isaac Fernandez Blanco;Comercial;1;;;;;S;;;S
CABA;2095;NELSON OMAR BERON 1072;;;;;NELSON OMAR BERON 1072;Comercial;1;;;;0;N;0;0;S
CABA;2095;NESTOR E. FERNANDEZ 90;;;;;NESTOR E. FERNANDEZ 90;Comercial;1;;;;0;N;0;0;S
CABA;2095;NIEVES GRACIELA LAZO 134;;;;;NIEVES GRACIELA LAZO 134;Comercial;1;;;;0;N;0;0;S
CABA;2095;NORA CRISTINA MAFFI 711;;;;;NORA CRISTINA MAFFI 711;Comercial;1;;;;0;N;0;0;S
CABA;2095;NORA ELIDA ALFONSO 98;;;;;NORA ELIDA ALFONSO 98;Comercial;1;;;;0;N;0;0;S
CABA;2095;NORBERTO BUTTLER 397;;;;;NORBERTO BUTTLER 397;Comercial;1;;;;0;N;0;0;S
CABA;2095;NUTRISSA 861;;;;;NUTRISSA 861;Comercial;1;;;;0;N;0;0;S
CABA;2095;ORLANDO ADRIANA BEATRIZ TERESA 1084;;;;;ORLANDO ADRIANA BEATRIZ TERESA 1084;Comercial;1;;;;0;N;0;0;S
CABA;2095;OSCAR PETRONGARI 630;;;;;OSCAR PETRONGARI 630;Comercial;1;;;;0;N;0;0;S
CABA;2095;OSP S.A.;;;;;OSP S.A.;Comercial;1;;;;0;N;0;0;S
CABA;2095;P de Mendoza 150 e/Gualeguay y Arz Espinosa;;;;;P de Mendoza 150 e/Gualeguay y Arz Espinosa;Comercial;1;;;;;S;;;S
CABA;2095;PABLO ALBERTO CHIEFARI 984;;;;;PABLO ALBERTO CHIEFARI 984;Comercial;1;;;;0;N;0;0;S
CABA;2095;PABLO DIORIO 719;;;;;PABLO DIORIO 719;Comercial;1;;;;0;N;0;0;S
CABA;2095;PACHA BUENOS AIRES 97;;;;;PACHA BUENOS AIRES 97;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE DE LA CIUDAD;;;;;ANTENA;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE DE LA CIUDAD;;;;;Local gastronómico;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE DE LA CIUDAD;;;;;PLAYÓN EVENTOS;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE DE LA CIUDAD;;;;;Pista de patinaje;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE SARMIENTO;;;;;ANTENAS;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE SARMIENTO;;;;;CANCHAS DE FUTBOL;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE SARMIENTO;;;;;CANCHAS DE TENIS;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE SARMIENTO;;;;;CICLISMO;Comercial;1;;;;0;N;0;0;S
CABA;2095;PARQUE SARMIENTO;;;;;PUBLICIDAD IN KUESTO MEDIA;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE SARMIENTO;;;;;PUBLICIDAD LOOK MEDIA;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE SARMIENTO;;;;;PUBLICIDAD OSP;Comercial;1;;;;;S;;;S
CABA;2095;PARQUE TEMATICO TIERRA SANTA 75;;;;;PARQUE TEMATICO TIERRA SANTA 75;Comercial;1;;;;0;N;0;0;S
CABA;2095;PASCO 1324/1334;;;;;PASCO 1324/1334;Comercial;1;;;;0;N;0;0;S
CABA;2095;PASCO TENIS PADDLE 563;;;;;PASCO TENIS PADDLE 563;Comercial;1;;;;0;N;0;0;S
CABA;2095;PATIO DE LOS LECHEROS;;;;;PATIO DE LOS LECHEROS;Comercial;1;;;;;S;;;S
CABA;2095;PC PUBLICIDAD SA 902;;;;;PC PUBLICIDAD SA 902;Comercial;1;;;;0;N;0;0;S
CABA;2095;PECBEN 112;;;;;PECBEN 112;Comercial;1;;;;0;N;0;0;S
CABA;2095;PECBEN 148;;;;;PECBEN 148;Comercial;1;;;;0;N;0;0;S
CABA;2095;PERFIL PERIODICOS 1085;;;;;PERFIL PERIODICOS 1085;Comercial;1;;;;0;N;0;0;S
CABA;2095;PICHINCHA 1348T 1354T;;;;;Local comercial, deportivo, gastronómico y oficinas;Comercial;1;;;;;S;;;S
CABA;2095;PIZZERIA BABIECA 66;;;;;PIZZERIA BABIECA 66;Comercial;1;;;;0;N;0;0;S
CABA;2095;PIZZERIA BABIECA CONCURSO PREVENTIVO 854;;;;;PIZZERIA BABIECA CONCURSO PREVENTIVO 854;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 1147;;;;;PLAYAS SUBTERRANEAS 1147;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 22;;;;;PLAYAS SUBTERRANEAS 22;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 23;;;;;PLAYAS SUBTERRANEAS 23;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 392;;;;;PLAYAS SUBTERRANEAS 392;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 393;;;;;PLAYAS SUBTERRANEAS 393;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 791;;;;;E-19 PLAZA LIBERTAD;Comercial;1;;;;;N;;;S
CABA;2095;PLAYAS SUBTERRANEAS 791;;;;;PLAYAS SUBTERRANEAS 791;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAYAS SUBTERRANEAS 951;;;;;PLAYAS SUBTERRANEAS 951;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAZA BERNARDO HOUSSAY;;;;;GASTRONOMICO;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAZA INTENDENTE ALVEAR;;;;;PLAZA INTENDENTE ALVEAR;Comercial;1;;;;0;N;0;0;S
CABA;2095;PLAZA INTENDENTE ALVEAR;;;;;PLAZA INTENDENTE ALVEAR;Comercial;1259;;;;;S;;;S
CABA;2095;PLAZA LAVALLE 102;;;;;PLAZA LAVALLE 102;Comercial;1;;;;0;N;0;0;S
CABA;2095;POINTER ARGENTINA 997;;;;;POINTER ARGENTINA 997;Comercial;1;;;;0;N;0;0;S
CABA;2095;POLIDEPORTIVO PARQUE CHACABUCO;;;;;CANCHAS DE FUTBOL;Comercial;1;;;;0;N;0;0;S
CABA;2095;PRESIDENTE LUIS SAENZ PEÑA 1255;;;;;PRESIDENTE LUIS SAENZ PEÑA 1255;Comercial;1;;;;0;N;0;0;S
CABA;2095;PRUDAN 1343/1368;;;;;PRUDAN 1343/1368;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking Siolvija 1163;;;;;Parking Siolvija 1163;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking Siolvija 1164;;;;;Parking Siolvija 1164;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking Siolvija 1165;;;;;Parking Siolvija 1165;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking Siolvija 1232;;;;;Parking Siolvija 1232;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking de las Artes 1235;;;;;Parking de las Artes 1235;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parking de las artes;;;;;Playa de estacionamiento 1248;Comercial;1;;;;;N;;;S
CABA;2095;Parque Manuel Belgrano - Ex KDT;;;;;Bicicletas;Comercial;3;;;;;S;;;S
CABA;2095;Parque Manuel Belgrano - Ex KDT;;;;;Canchas de futbol - BUFFET 1297;Comercial;2;;;;;N;;;S
CABA;2095;Parque Manuel Belgrano - Ex KDT;;;;;PAINTBALL;Comercial;4;;;;;S;;;S
CABA;2095;Parque Manuel Belgrano - Ex KDT;;;;;canchas de Padle - BUFFET;Comercial;1;;;;;S;;;S
CABA;2095;Parque Polideportivo J.B. Alberdi 441;;;;;Parque Polideportivo J.B. Alberdi 441;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parque Ribera Sur 121;;;;;Parque Ribera Sur 121;Comercial;1;;;;0;N;0;0;S
CABA;2095;Parque Tematico Tierra Santa 1121;;;;;Parque Tematico Tierra Santa 1121;Comercial;1;;;;0;N;0;0;S
CABA;2095;Pasaje Galeria Lima Linea A, Local 1;;;;;Pasaje Galeria Lima Linea A, Local 1;Comercial;1;;;;;S;;;S
CABA;2095;Pasaje de las Ciencias 950;;;;;PASAJE DE LAS CIENCIAS 950;Comercial;1258;;;;;S;;;S
CABA;2095;Patricios 42 1136;;;;;Patricios 42 1136;Comercial;1;;;;0;N;0;0;S
CABA;2095;Pedernera 958;;;;;Pedernera 958;Comercial;1;;;;0;N;0;0;S
CABA;2095;Peperí 185;;;;;Peperí 185;Comercial;1;;;;;S;;;S
CABA;2095;Playa Estacionamiento Centro de Exposiciones y Convenciones  1179;;;;;Playa Estacionamiento Centro de Exposiciones y Convenciones  1179;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa de estacionamiento Av. Dorrego y Av. Del Libertador 371;;;;;Playa de estacionamiento Av. Dorrego y Av. Del Libertador 371;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa de estacionamiento Plaza Las Heras  966;;;;;Playa de estacionamiento Plaza Las Heras  966;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa de estacionamiento a nivel 337;;;;;Playa de estacionamiento a nivel 337;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa de remoción y acarreo BRD 1140;;;;;Playa de remoción y acarreo BRD 1140;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa de remoción y acarreo Dakota 1139;;;;;Playa de remoción y acarreo Dakota 1139;Comercial;1;;;;0;N;0;0;S
CABA;2095;Playa estac. Centro Cultural Gral. San Martín 89;;;;;Playa estac. Centro Cultural Gral. San Martín 89;Comercial;1;;;;0;N;0;0;S
CABA;2095;"Playa subterránea E-05 ""Plaza Vicente López"" 455";;;;;"Playa subterránea E-05 ""Plaza Vicente López"" 455";Comercial;1;;;;0;N;0;0;S
CABA;2095;Plaza Dos Congresos;;;;;Plaza Dos Congresos;Comercial;1;;;;;N;;;S
CABA;2095;Plaza Logística 1267;;;;;Plaza Logística 1267;Comercial;1;;;;;S;;;S
CABA;2095;Plurinco 362;;;;;Plurinco 362;Comercial;1;;;;0;N;0;0;S
CABA;2095;Polideportivo 465;;;;;Polideportivo 465;Comercial;1;;;;0;N;0;0;S
CABA;2095;Polideportivo Catalinas Sur  855;;;;;Polideportivo Catalinas Sur  855;Comercial;1;;;;0;N;0;0;S
CABA;2095;Polideportivo Parque Las Heras  853;;;;;Polideportivo Parque Las Heras  853;Comercial;1;;;;0;N;0;0;S
CABA;2095;Polideportivo Parroquia San Cristobal 451;;;;;Polideportivo Parroquia San Cristobal 451;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Autopista Bs. As. - La Plata (Asoc. De Hoteles, Rest...) 1187;;;;;Predio Autopista Bs. As. - La Plata (Asoc. De Hoteles, Rest...) 1187;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Av. Independencia 4246/64 (As. Civil Florentino Amehino)  1081;;;;;Predio Av. Independencia 4246/64 (As. Civil Florentino Amehino)  1081;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Bajo Autopista Buenos Aires- La Plata (Silos Areneros) 1079;;;;;Predio Bajo Autopista Buenos Aires- La Plata (Silos Areneros) 1079;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Bajo Autopista Buenos Aires-La Plata (Nec Argentina) 1097;;;;;Predio Bajo Autopista Buenos Aires-La Plata (Nec Argentina) 1097;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Bajo Autopista Buenos Aires-La Plata (Ocean Export) 1096;;;;;Predio Bajo Autopista Buenos Aires-La Plata (Ocean Export) 1096;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Conde, Concepción Arenal, Gral. Enrique Martínez y Av. Dorrego 1135;;;;;Predio Conde, Concepción Arenal, Gral. Enrique Martínez y Av. Dorrego 1135;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Humberto 1° 1584/1586 (Asociación Aperger Argentina)  1184;;;;;Predio Humberto 1° 1584/1586 (Asociación Aperger Argentina)  1184;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Humberto 1° 1584/1586 (Fundación Prisma)  1183;;;;;Predio Humberto 1° 1584/1586 (Fundación Prisma)  1183;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Lavaden-Los Patos-Montesquieu-Dr. P. Chutro 1116;;;;;Predio Lavaden-Los Patos-Montesquieu-Dr. P. Chutro 1116;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio Vivela 3340- Agrup. San Jorge Asoc. Civil  764;;;;;Predio Vivela 3340- Agrup. San Jorge Asoc. Civil  764;Comercial;1;;;;0;N;0;0;S
CABA;2095;Predio calles Valdenegro y Miller 223;;;;;Predio calles Valdenegro y Miller 223;Comercial;1;;;;0;N;0;0;S
CABA;2095;Punta Carrasco;;;;;Punta Carrasco;Comercial;1;;;;0;N;0;0;S
CABA;2095;RADIO JAI 188;;;;;RADIO JAI 188;Comercial;1;;;;0;N;0;0;S
CABA;2095;RADIO PANDA 965;;;;;RADIO PANDA 965;Comercial;1;;;;0;N;0;0;S
CABA;2095;RADIO RPO PRODUCCIONES 1118;;;;;RADIO RPO PRODUCCIONES 1118;Comercial;1;;;;0;N;0;0;S
CABA;2095;RAFAEL OBLIGADO 2221;;;;;RAFAEL OBLIGADO 2221;Comercial;1;;;;;S;;;S
CABA;2095;RAGNARV SRL;;;;;RAGNARV SRL;Comercial;1;;;;;S;;;S
CABA;2095;RAMON ENRIQUE ALLEGRANZA 113;;;;;RAMON ENRIQUE ALLEGRANZA 113;Comercial;1;;;;0;N;0;0;S
CABA;2095;RAUL MARIANO DABBAH 797;;;;;RAUL MARIANO DABBAH 797;Comercial;1;;;;0;N;0;0;S
CABA;2095;RESERVA ECOLOGICA;;;;;BAJO ESPIGON;Comercial;1;;;;;S;;;S
CABA;2095;RICARDO DIORIO 724;;;;;RICARDO DIORIO 724;Comercial;1;;;;0;N;0;0;S
CABA;2095;RICARDO EPISCOPO 13;;;;;RICARDO EPISCOPO 13;Comercial;1;;;;0;N;0;0;S
CABA;2095;RIVA 790;;;;;RIVA 790;Comercial;1;;;;0;N;0;0;S
CABA;2095;ROBERTO COUTO 709;;;;;ROBERTO COUTO 709;Comercial;1;;;;0;N;0;0;S
CABA;2095;ROBERTO COUTO 730;;;;;ROBERTO COUTO 730;Comercial;1;;;;0;N;0;0;S
CABA;2095;ROBERTO RAMON PAMPIN 796;;;;;ROBERTO RAMON PAMPIN 796;Comercial;1;;;;0;N;0;0;S
CABA;2095;ROSA NELIDA RIOS 784;;;;;ROSA NELIDA RIOS 784;Comercial;1;;;;0;N;0;0;S
CABA;2095;RUBEN DARIO EBERLE 126;;;;;RUBEN DARIO EBERLE 126;Comercial;1;;;;0;N;0;0;S
CABA;2095;Rafaela 4710;;;;;Rafaela 4710;Comercial;1;;;;;S;;;S
CABA;2095;Renglón N 1 calle Cochabamba;;;;;Renglón N 1 calle Cochabamba;Comercial;1;;;;;S;;;S
CABA;2095;Renglón N 3 en la calle Curapaligue;;;;;Renglón N 3 en la calle Curapaligue;Comercial;1;;;;;S;;;S
CABA;2095;Reserva Ecológica Costanera Sur;;;;;Bajo Espigón;Comercial;1;;;;;S;;;S
CABA;2095;Retiro Linea C, Local 4;;;;;Retiro Linea C, Local 4;Comercial;1;;;;;S;;;S
CABA;2095;Ricardo Martin Episcopo 1169;;;;;Ricardo Martin Episcopo 1169;Comercial;1;;;;0;N;0;0;S
CABA;2095;Río de Janeiro Linea A, Local 2;;;;;Río de Janeiro Linea A, Local 2;Legal;1;;;;;S;;;S
CABA;2095;S.G.S. ARGENTINA - SACTA 1047;;;;;S.G.S. ARGENTINA - SACTA 1047;Comercial;1;;;;0;N;0;0;S
CABA;2095;SALGUERO 3450;;;;;SALGUERO 3450;Comercial;1;;;;0;N;0;0;S
CABA;2095;SARMIENTO 1031;;;;;TERMINAL DE COMBIS;Comercial;1;;;;;S;;;S
CABA;2095;SEPEYCO - BETON VIAL UTE 971;;;;;SEPEYCO - BETON VIAL UTE 971;Comercial;1;;;;0;N;0;0;S
CABA;2095;SERGIO RUBEN DALMASO 1061;;;;;SERGIO RUBEN DALMASO 1061;Comercial;1;;;;0;N;0;0;S
CABA;2095;SERGIO Y PAULA VILAS 723;;;;;SERGIO Y PAULA VILAS 723;Comercial;1;;;;0;N;0;0;S
CABA;2095;SERVICIOS INTEGRALES DE ALIMENTACION 986;;;;;SERVICIOS INTEGRALES DE ALIMENTACION 986;Comercial;1;;;;0;N;0;0;S
CABA;2095;SGS 1108;;;;;SGS 1108;Comercial;1;;;;0;N;0;0;S
CABA;2095;SGS 1109;;;;;SGS 1109;Comercial;1;;;;0;N;0;0;S
CABA;2095;SILOS ARENEROS 1094;;;;;SILOS ARENEROS 1094;Comercial;1;;;;0;N;0;0;S
CABA;2095;SOLIS 1252 - VIRREY CEVALLOS 1273;;;;;SOLIS 1252 - VIRREY CEVALLOS 1273;Comercial;1;;;;;S;;;S
CABA;2095;SOLIS CANO 1157;;;;;SOLIS CANO 1157;Comercial;1;;;;0;N;0;0;S
CABA;2095;SOLIS CANO 1158;;;;;ESTACIONAMIENTO;Comercial;1;;;;0;N;0;0;S
CABA;2095;SOLIS CANO 1159;;;;;SOLIS CANO 1159;Comercial;1;;;;0;N;0;0;S
CABA;2095;SORIA RUBEN DANIEL 1067;;;;;SORIA RUBEN DANIEL 1067;Comercial;1;;;;0;N;0;0;S
CABA;2095;SUBTE E - ESTACIÓN PUEYRREDON LOCAL N° 17;;;;;SUBTE E - ESTACIÓN PUEYRREDON LOCAL N° 17;Comercial;1299;;;;;S;;;S
CABA;2095;SUNNY WINES SA;;;;;RENGLON 1 Y RENGLON 3;Comercial;1;;;;;S;;;S
CABA;2095;SUPERMERCADOS MAYORISTAS YAGUAR 247;;;;;SUPERMERCADOS MAYORISTAS YAGUAR 247;Comercial;1;;;;0;N;0;0;S
CABA;2095;SUPERMERCADOS MAYORISTAS YAGUAR 247;;;;;SUPERMERCADOS MAYORISTAS YAGUAR 247;Comercial;1264;;;;;S;;;S
CABA;2095;SUSANA BORRAJO VILA 729;;;;;SUSANA BORRAJO VILA 729;Comercial;1;;;;0;N;0;0;S
CABA;2095;SUSANA MABEL PILLA 86;;;;;SUSANA MABEL PILLA 86;Comercial;1;;;;0;N;0;0;S
CABA;2095;SUTEC 588;;;;;SUTEC 588;Comercial;1;;;;0;N;0;0;S
CABA;2095;Santiago del Estero 1253;;;;;Gastronómico;Comercial;1;;;;;S;;;S
CABA;2095;Sector 2;;;;;Espacio 7;Comercial;1;;;;;S;;;S
CABA;2095;Sector 2;;;;;Espacio 8;Comercial;1;;;;;S;;;S
CABA;2095;Supermercados Mayoristass Yaguar SA;;;;;1264;Comercial;1264;;;;;S;;;S
CABA;2095;TEATRO COLON;;;;;GASTRONOMICO;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELECOM ARGENTINA 1127;;;;;TELECOM ARGENTINA 1127;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELECOM ARGENTINA 1128;;;;;TELECOM ARGENTINA 1128;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELECOM ARGENTINA 1130;;;;;TELECOM ARGENTINA 1130;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELECOM ARGENTINA 1131;;;;;TELECOM ARGENTINA 1131;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELECOM ARGENTINA 1132;;;;;TELECOM ARGENTINA 1132;Comercial;1;;;;0;N;0;0;S
CABA;2095;TELEMETRIX 92;;;;;TELEMETRIX 92;Comercial;1;;;;0;N;0;0;S
CABA;2095;TRANSPORTADORA DE CAUDALES JUNCADELLA 550;;;;;TRANSPORTADORA DE CAUDALES JUNCADELLA 550;Comercial;1;;;;0;N;0;0;S
CABA;2095;TRANSPORTE AUTOMOTOR PLAZA 995;;;;;TRANSPORTE AUTOMOTOR PLAZA 995;Comercial;1;;;;0;N;0;0;S
CABA;2095;TRANSPORTE SPACAPAN 1056;;;;;TRANSPORTE SPACAPAN 1056;Comercial;1;;;;0;N;0;0;S
CABA;2095;TUCUMAN 1201;;;;;TUCUMAN 1201;Comercial;1;;;;0;N;0;0;S
CABA;2095;Talcahuano 1261;;;;;Biblioteca Ricardo Guiraldes;Comercial;1;;;;;S;;;S
CABA;2095;Tele Red Imagen 1181;;;;;Tele Red Imagen 1181;Comercial;1;;;;0;N;0;0;S
CABA;2095;Telecom Argentina 1205;;;;;Telecom Argentina 1205;Comercial;1;;;;0;N;0;0;S
CABA;2095;Telecom Argentina 1206;;;;;Telecom Argentina 1206;Comercial;1;;;;0;N;0;0;S
CABA;2095;Telecom Argentina 1208;;;;;Telecom Argentina 1208;Comercial;1;;;;0;N;0;0;S
CABA;2095;Telefonica Moviles Antena  1209;;;;;Telefonica Moviles Antena  1209;Comercial;1;;;;0;N;0;0;S
CABA;2095;Telefonica Moviles Argentina 1207;;;;;Telefonica Moviles Argentina 1207;Comercial;1;;;;0;N;0;0;S
CABA;2095;Tribunales Linea D, Local 9 B;;;;;Tribunales Linea D, Local 9 B;Comercial;1;;;;;S;;;S
CABA;2095;Tristán Achával Rodriguez 1431;;;;;Tristán Achával Rodriguez 1431;Comercial;1;;;;0;N;0;0;S
CABA;2095;UM IDEAS 1151;;;;;UM IDEAS 1151;Comercial;1;;;;0;N;0;0;S
CABA;2095;UNION DE PROPIETARIOS DE TAXIS DE LA REPUBLICA ARGENTINA 955;;;;;UNION DE PROPIETARIOS DE TAXIS DE LA REPUBLICA ARGENTINA 955;Comercial;1;;;;0;N;0;0;S
CABA;2095;UTHGRA;;;;;UTHGRA - Boedo 1159;Comercial;1;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;1;Comercial;1;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;2;Comercial;2;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;3;Comercial;3;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;4;Comercial;4;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;5;Comercial;5;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;6;Comercial;6;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;7;Comercial;7;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;Jazz;Comercial;8;;;;;S;;;S
CABA;2095;Usina del Arte;;;;;Tenencia diaria;Comercial;1;;;;;S;;;S
CABA;2095;VICTOR FRANCISCO CATANI PIANA 91;;;;;VICTOR FRANCISCO CATANI PIANA 91;Comercial;1;;;;0;N;0;0;S
CABA;2095;VICTOR MASSON - TRANSPORTES CRUZ DEL SUR 580;;;;;VICTOR MASSON - TRANSPORTES CRUZ DEL SUR 580;Comercial;1;;;;0;N;0;0;S
CABA;2095;VICTOR MASSON - TRANSPORTES CRUZ DEL SUR 583;;;;;VICTOR MASSON - TRANSPORTES CRUZ DEL SUR 583;Comercial;1;;;;0;N;0;0;S
CABA;2095;VICTOR RAUL FERREYRA 32;;;;;VICTOR RAUL FERREYRA 32;Comercial;1;;;;0;N;0;0;S
CABA;2095;VIGNATTI MIGUEL ANGEL 1068;;;;;VIGNATTI MIGUEL ANGEL 1068;Comercial;1;;;;0;N;0;0;S
CABA;2095;VIRREY CEVALLOS 1236/1270;;;;;VIRREY CEVALLOS 1236/1270;Comercial;1;;;;;S;;;S
