aa_ocompra;t_ocompra;n_ocompra;aa_factura;t_factura;o_factura;aa_precepcion;t_precepcion;n_precepcion;aa_formulario;t_formulario;o_formulario;f_emision;f_autorizacion;e_firma;u_firma;f_firma;f_vencimiento_factura;importe_op;importe_pago;fh_pago;c_mediopago;e_pago;importe_factura;neto
2022;OCC;84336;2022;FCG;583211;2022;PRD;452126;2022;C41;504312;2023-03-03 00:00:00;2023-03-03 00:00:00;F;BUONVISO2;2023-03-07 09:18:02;2023-03-16 00:00:00;5717326,19;5717326,19;2023-03-13 10:35:19;BANCO;C;34303957,14;5022299,27
2022;OCC;84360;2022;FCG;583073;2022;PRD;452157;2022;C41;504681;2023-03-06 00:00:00;2023-03-08 00:00:00;F;LGABELLI;2023-03-09 08:43:50;2023-03-15 00:00:00;14513802,25;14513802,25;2023-03-13 10:35:28;BANCO;C;145138022,5;11883877,24
2023;OCC;79222;2023;FCG;546973;2023;PRD;417139;2023;C41;458647;2023-11-09 00:00:00;2023-11-09 00:00:00;F;RGAUTO3;2023-11-09 14:56:11;2023-11-24 00:00:00;47993307,5;47993307,5;2023-11-13 10:30:04;BANCO;C;47993307,5;39290642,94
2022;OCC;84473;2022;FCG;583478;2022;PRD;452282;2022;C41;507373;2023-03-23 00:00:00;2023-03-23 00:00:00;F;JCGAUTO2;2023-03-23 14:35:15;2023-03-28 00:00:00;2015602,03;2015602,03;2023-04-03 11:16:16;BANCO;C;2015602,03;1946201,9
2023;OCC;33463;2023;FCG;146887;2023;PRD;119372;2023;C41;132512;2023-04-27 00:00:00;2023-04-27 00:00:00;F;RGAUTO3;2023-04-28 08:48:19;2023-05-11 00:00:00;7469309,11;7469309,11;2023-05-15 12:15:13;BANCO;C;7469309,11;6117162,01
2023;OCC;38138;2023;FCG;173536;2023;PRD;145346;2023;C41;155349;2023-05-12 00:00:00;2023-05-12 00:00:00;F;BUONVISO2;2023-05-12 12:33:05;2023-05-30 00:00:00;2926740,94;2926740,94;2023-05-15 12:15:27;BANCO;C;2926740,94;2801460,47
2023;OCC;39190;2023;FCG;182908;2023;PRD;152868;2023;C41;166077;2023-05-18 00:00:00;2023-05-19 00:00:00;F;RGAUTO3;2023-05-19 09:22:30;2023-06-05 00:00:00;13840969,27;13840969,27;2023-05-24 11:40:47;BANCO;C;13840969,27;13243490,56
2023;OCC;40930;2023;FCG;188372;2023;PRD;160792;2023;C41;169530;2023-05-23 00:00:00;2023-05-23 00:00:00;F;BUONVISO2;2023-05-23 11:09:25;2023-06-07 00:00:00;752732,15;752732,15;2023-06-06 11:25:08;BANCO;C;752732,15;721509
2023;OCC;46488;2023;FCG;235231;2023;PRD;191893;2023;C41;206230;2023-06-22 00:00:00;2023-06-22 00:00:00;F;RGAUTO3;2023-06-22 16:00:18;2023-07-06 00:00:00;7385420,31;7385420,31;2023-07-10 11:05:24;BANCO;C;7385420,31;6994726,68
2023;OCC;46610;2023;FCG;268169;2023;PRD;192406;2023;C41;237282;2023-07-10 00:00:00;2023-07-10 00:00:00;F;RGAUTO3;2023-07-10 12:58:43;2023-07-21 00:00:00;350407,18;350407,18;2023-08-10 13:21:23;BANCO;C;350407,18;333086,33
2023;OCC;54819;2023;FCG;315216;2023;PRD;254028;2023;C41;279129;2023-08-03 00:00:00;2023-08-03 00:00:00;F;RGAUTO3;2023-08-07 09:26:20;2023-08-16 00:00:00;1404696;1404696;2023-08-09 10:41:53;BANCO;C;1404696;1332292,86
2023;OCC;67493;2023;FCG;416655;2023;PRD;332640;2023;C41;370336;2023-09-20 00:00:00;2023-09-20 00:00:00;F;FRANCHEL3;2023-09-20 10:54:27;2023-10-02 00:00:00;245068;245068;2023-10-17 12:12:01;BANCO;C;245068;235808,66
2023;OCC;67154;2023;FCG;416509;2023;PRD;327699;2023;C41;367061;2023-09-18 00:00:00;2023-09-18 00:00:00;F;RGAUTO3;2023-09-19 09:57:50;2023-10-02 00:00:00;373805;373805;2023-09-25 10:31:36;BANCO;C;373805;356581,27
2023;OCC;66466;2023;FCG;413891;2023;PRD;319051;2023;C41;365432;2023-09-15 00:00:00;2023-09-17 00:00:00;F;RGAUTO3;2023-09-18 10:30:30;2023-09-29 00:00:00;199320830,3;199320830,3;2023-09-28 12:18:01;BANCO;C;199320830,3;188705456,8
2023;OCC;67515;2023;FCG;416442;2023;PRD;332826;2023;C41;366814;2023-09-18 00:00:00;2023-09-18 00:00:00;F;FRANCHEL3;2023-09-18 08:49:52;2023-10-02 00:00:00;24248811,43;24248811,43;2023-09-21 11:09:30;CHEQUE;C;24248811,43;20000000
2023;OCC;68067;2023;FCG;419784;2023;PRD;338195;2023;C41;370738;2023-09-20 00:00:00;2023-09-20 00:00:00;F;JCGAUTO2;2023-09-20 11:43:51;2023-10-04 00:00:00;53345,51;53345,51;2023-09-25 10:31:39;BANCO;C;53345,51;52504,55
2023;OCC;70088;2023;FCG;434244;2023;PRD;347438;2023;C41;380691;2023-09-28 00:00:00;2023-09-28 00:00:00;F;BUONVISO2;2023-09-29 07:28:57;2023-10-11 00:00:00;373097,6;373097,6;2023-10-09 10:53:16;BANCO;C;373097,6;361382,59
2023;OCC;75797;2023;FCG;500872;2023;PRD;383870;2023;C41;423207;2023-10-24 00:00:00;2023-10-24 00:00:00;F;RGAUTO3;2023-10-25 10:06:37;2023-11-07 00:00:00;1173711,76;1173711,76;2023-10-26 11:33:04;BANCO;C;1173711,76;926948,02
2023;OCC;79275;2023;FCG;546986;2023;PRD;417937;2023;C41;458268;2023-11-09 00:00:00;2023-11-09 00:00:00;F;RGAUTO3;2023-11-09 14:55:57;2023-11-24 00:00:00;2360816,27;2360816,27;2023-11-13 10:30:03;BANCO;C;2360816,27;1933938,82
2023;OCC;79505;2023;FCG;551648;2023;PRD;420409;2023;C41;470607;2023-11-13 00:00:00;2023-11-13 00:00:00;F;RGAUTO3;2023-11-14 15:15:53;2023-11-27 00:00:00;20031968,55;20031968,55;2024-01-16 12:18:20;BANCO;C;20031968,55;16469310,2
2023;OCC;80419;2023;FCG;571453;2023;PRD;434925;2023;C41;481427;2023-11-21 00:00:00;2023-11-22 00:00:00;F;RGAUTO3;2023-11-22 12:54:45;2023-12-05 00:00:00;100001290,8;100001290,8;2023-12-07 12:35:29;BANCO;C;100001290,8;81863722,39
2023;OCC;84502;2023;FCG;614651;2023;PRD;462086;2023;C41;519816;2023-12-11 00:00:00;2023-12-11 00:00:00;F;LGABELLI;2023-12-14 07:48:31;2023-12-22 00:00:00;94695477,97;94695477,97;2023-12-18 11:40:00;BANCO;C;94695477,97;77520313,84
2023;OCC;86119;2023;FCG;620380;2023;PRD;478670;2023;C41;522889;2023-12-13 00:00:00;2023-12-15 00:00:00;F;LGABELLI;2023-12-15 12:20:47;2023-12-26 00:00:00;85551325,08;85551325,08;2023-12-28 12:19:42;BANCO;C;85551325,08;80997166,51
2023;OCC;92806;2023;FCG;672166;2023;PRD;500666;2023;C41;556147;2024-03-05 00:00:00;2024-03-05 00:00:00;F;RGAUTO3;2024-03-06 09:33:36;2024-03-19 00:00:00;15217998,74;15217998,74;2024-03-11 10:08:54;BANCO;C;15217998,74;14408763,63
2024;OCC;68507;2024;FCG;600047;2024;PRD;468140;2024;C41;513793;2025-02-13 00:00:00;2025-02-14 00:00:00;F;BUONVISO2;2025-02-17 09:15:38;2025-02-20 00:00:00;221415,48;221415,48;2025-03-17 12:36:22;BANCO;C;221415,48;188915,25
2024;OCC;68503;2024;FCG;598388;2024;PRD;468168;2024;C41;512261;2025-02-07 00:00:00;2025-02-07 00:00:00;F;JCGAUTO2;2025-02-07 14:56:13;2025-02-18 00:00:00;166166;166166;2025-03-10 10:20:21;BANCO;C;166166;162143,33
2024;OCC;64443;2024;FCG;583501;2024;PRD;459242;2024;C41;500378;2025-01-15 00:00:00;2025-01-15 00:00:00;F;FRANCHEL3;2025-01-15 11:04:18;2025-01-27 00:00:00;264446,95;264446,95;2025-01-20 10:35:28;BANCO;C;264446,95;255267,12
2024;OCC;64442;2024;FCG;581597;2024;PRD;459213;2024;C41;497945;2025-01-10 00:00:00;2025-01-10 00:00:00;F;EBUSQUET;2025-01-10 20:22:17;2025-01-24 00:00:00;57031,26;57031,26;2025-01-20 10:35:23;BANCO;C;57031,26;48397,48
2024;OCC;64439;2024;FCG;583497;2024;PRD;459219;2024;C41;499553;2025-01-14 00:00:00;2025-01-14 00:00:00;F;LGABELLI;2025-01-14 16:47:56;2025-01-27 00:00:00;237096,5;237096,5;2025-01-20 10:35:24;BANCO;C;237096,5;227154,48
2024;OCC;64441;2024;FCG;583534;2024;PRD;459234;2024;C41;500382;2025-01-15 00:00:00;2025-01-15 00:00:00;F;FRANCHEL3;2025-01-15 11:04:29;2025-01-27 00:00:00;163153;163153;2025-01-20 10:35:28;BANCO;C;163153;158003,99
2024;OCC;68484;2024;FCG;607157;2024;PRD;468019;2024;C41;516256;2025-02-28 00:00:00;2025-03-05 00:00:00;F;EBUSQUET;2025-03-06 15:00:50;2025-03-06 00:00:00;95052,1;95052,1;2025-03-10 10:27:12;BANCO;C;95052,1;77810,91
2024;OCC;68485;2024;FCG;604088;2024;PRD;468021;2024;C41;515077;2025-02-20 00:00:00;2025-02-20 00:00:00;F;FRANCHEL3;2025-02-20 14:15:09;2025-03-07 00:00:00;136268,12;136268,12;2025-03-10 10:27:09;BANCO;C;136268,12;128100,9
2024;OCC;68505;2024;FCG;599448;2024;PRD;468329;2024;C41;515050;2025-02-20 00:00:00;2025-02-20 00:00:00;F;GEPEREYRA;2025-02-24 11:43:12;2025-02-24 00:00:00;315828,81;315828,81;2025-03-05 15:47:35;BANCO;C;315828,81;264139,6
2024;OCC;67464;2024;FCG;598821;2024;PRD;466086;2024;C41;512288;2025-02-07 00:00:00;2025-02-07 00:00:00;F;PDIAZBOS;2025-02-10 13:27:13;2025-02-17 00:00:00;8568358,73;8568358,73;2025-03-28 12:54:29;BANCO;C;8568358,73;8293000,8
2024;OCC;67482;2024;FCG;598822;2024;PRD;466108;2024;C41;512292;2025-02-07 00:00:00;2025-02-07 00:00:00;F;PDIAZBOS;2025-02-10 13:27:14;2025-02-17 00:00:00;980482,83;980482,83;2025-03-28 12:54:29;BANCO;C;980482,83;950163,12
2024;OCC;67479;2024;FCG;598183;2024;PRD;466105;2024;C41;511593;2025-02-06 00:00:00;2025-02-06 00:00:00;F;RGAUTO3;2025-02-10 09:09:23;2025-02-19 00:00:00;201904,56;201904,56;2025-03-28 12:54:27;BANCO;C;201904,56;195213,49
2024;OCC;67456;2024;FCG;598860;2024;PRD;466079;2024;C41;512075;2025-02-07 00:00:00;2025-02-07 00:00:00;F;RGAUTO3;2025-02-07 13:37:22;2025-02-20 00:00:00;1939007,07;1939007,07;2025-03-11 12:25:40;BANCO;C;1939007,07;1863190,81
2024;OCC;68044;2024;FCG;597302;2024;PRD;467173;2024;C41;510957;2025-02-05 00:00:00;2025-02-05 00:00:00;F;JCGAUTO2;2025-02-05 14:16:29;2025-02-14 00:00:00;45403477,25;45403477,25;2025-02-10 10:48:00;BANCO;C;45403477,25;43780989,67
2024;OCC;68847;2024;FCG;604048;2024;PRD;468695;2024;C41;514907;2025-02-19 00:00:00;2025-02-19 00:00:00;F;FRANCHEL3;2025-02-19 12:42:15;2025-03-07 00:00:00;1803431,69;1803431,69;2025-02-20 13:26:50;BANCO;C;1803431,69;1678907,48
2024;OCC;68478;2024;FCG;604080;2024;PRD;468008;2024;C41;515089;2025-02-20 00:00:00;2025-02-20 00:00:00;F;FRANCHEL3;2025-02-20 14:15:15;2025-03-07 00:00:00;81609,42;81609,42;2025-03-10 10:27:10;BANCO;C;81609,42;77262,54
2024;OCC;69176;2024;FCG;609089;2024;PRD;469223;2024;C41;517835;2025-03-28 00:00:00;2025-03-28 00:00:00;F;RGAUTO3;2025-04-04 09:13:06;2025-04-11 00:00:00;180290,46;180290,46;2025-04-07 09:50:19;BANCO;C;180290,46;174459,49
2024;OCC;69092;2024;FCG;608952;2024;PRD;469088;2024;C41;517647;2025-03-21 00:00:00;2025-03-21 00:00:00;F;RGAUTO3;2025-03-25 11:06:08;2025-04-08 00:00:00;105696;105696;2025-03-27 12:39:16;BANCO;C;105696;99662,52
2024;OCC;68853;2024;FCG;607162;2024;PRD;468703;2024;C41;516022;2025-02-26 00:00:00;2025-02-26 00:00:00;F;GEPEREYRA;2025-02-26 12:36:05;2025-03-06 00:00:00;656968,46;656968,46;2025-02-27 10:42:46;BANCO;C;656968,46;526007,1
2024;OCC;68496;2024;FCG;597368;2024;PRD;468025;2024;C41;510899;2025-02-05 00:00:00;2025-02-05 00:00:00;F;RGAUTO3;2025-02-05 15:00:53;2025-02-18 00:00:00;4825372,92;4825372,92;2025-02-12 15:28:09;BANCO;C;4825372,92;4586444,65
2024;OCC;68903;2024;FCG;602410;2024;PRD;468829;2024;C41;515532;2025-02-21 00:00:00;2025-02-21 00:00:00;F;GEPEREYRA;2025-02-25 09:44:08;2025-02-27 00:00:00;534407,08;534407,08;2025-03-05 15:48:12;BANCO;C;534407,08;445503,58
2024;OCC;68982;2024;FCG;600334;2024;PRD;468893;2024;C41;513915;2025-02-13 00:00:00;2025-02-13 00:00:00;F;RGAUTO3;2025-02-14 08:09:45;2025-02-27 00:00:00;1951181,95;1951181,95;2025-03-17 12:36:22;BANCO;C;1951181,95;1855369,39
2024;OCC;69048;2024;FCG;607294;2024;PRD;469026;2024;C41;515962;2025-02-25 00:00:00;2025-02-25 00:00:00;F;FRANCHEL3;2025-02-26 10:36:17;2025-03-12 00:00:00;945887,19;945887,19;2025-03-17 12:36:28;BANCO;C;945887,19;909590,53
2024;OCC;69050;2024;FCG;607442;2024;PRD;469027;2024;C41;516432;2025-03-05 00:00:00;2025-03-05 00:00:00;F;RGAUTO3;2025-03-05 11:15:34;2025-03-14 00:00:00;989386,81;989386,81;2025-03-10 10:20:21;BANCO;C;989386,81;941465,19
2024;OCC;69044;2024;FCG;605706;2024;PRD;469022;2024;C41;515799;2025-02-24 00:00:00;2025-02-24 00:00:00;F;JCGAUTO2;2025-02-25 13:01:51;2025-03-07 00:00:00;619896,77;619896,77;2025-03-05 15:48:12;BANCO;C;619896,77;601221,6
2025;OCC;22664;2025;FCG;123120;2025;PRD;79021;2025;C41;108212;2025-04-15 00:00:00;2025-04-15 00:00:00;F;RGAUTO3;2025-04-15 13:54:39;2025-04-30 00:00:00;1239695,99;1239695,99;2025-04-16 11:41:43;BANCO;C;1239695,99;1179310,73
2025;OCC;22657;2025;FCG;104401;2025;PRD;78993;2025;C41;97787;2025-04-08 00:00:00;2025-04-08 00:00:00;F;RGAUTO3;2025-04-11 14:06:03;2025-04-22 00:00:00;1081160,54;1081160,54;2025-04-21 11:15:46;BANCO;C;1081160,54;1028669,3
2025;OCC;29484;2025;FCG;166693;2025;PRD;131900;2025;C41;149950;2025-05-22 00:00:00;2025-05-22 00:00:00;F;FRANCHEL3;2025-05-22 12:55:08;2025-06-03 00:00:00;164466,32;164466,32;2025-06-02 13:17:52;BANCO;C;164466,32;159265,05
2023;OCC;92917;2023;FCG;673157;2023;PRD;500898;2023;C41;557449;2024-03-18 00:00:00;2024-03-18 00:00:00;F;BUONVISO2;2024-03-19 09:18:01;2024-03-27 00:00:00;1016891,19;1016891,19;2024-04-29 12:24:57;BANCO;C;1016891,19;974239,34
2023;OCC;92921;2023;FCG;673445;2023;PRD;500901;2023;C41;557566;2024-03-20 00:00:00;2024-03-20 00:00:00;F;RGAUTO3;2024-03-21 12:10:44;2024-04-08 00:00:00;940294,77;940294,77;2024-04-29 12:24:57;BANCO;C;940294,77;894817,72
2023;OCC;92922;2023;FCG;673442;2023;PRD;500896;2023;C41;557629;2024-03-20 00:00:00;2024-03-20 00:00:00;F;RGAUTO3;2024-03-21 12:10:47;2024-04-08 00:00:00;163977,91;163977,91;2024-04-29 12:24:59;BANCO;C;163977,91;157156,29
2023;OCC;93035;2023;FCG;673675;2023;PRD;501081;2023;C41;557874;2024-03-26 00:00:00;2024-03-26 00:00:00;F;RGAUTO3;2024-03-27 09:25:11;2024-04-12 00:00:00;4551145,56;4551145,56;2024-04-23 11:14:00;BANCO;C;4551145,56;4355586,1
2023;OCC;93046;2023;FCG;673670;2023;PRD;501104;2023;C41;557764;2024-03-23 00:00:00;2024-03-23 00:00:00;F;RGAUTO3;2024-03-25 15:26:05;2024-04-11 00:00:00;1115506;1115506;2024-04-04 12:26:08;BANCO;C;1115506;1061304,57
2023;OCC;93065;2023;FCG;673658;2023;PRD;501129;2023;C41;557748;2024-03-22 00:00:00;2024-03-22 00:00:00;F;FRANCHEL3;2024-03-22 16:04:52;2024-04-11 00:00:00;384080;384080;2024-03-27 15:33:30;BANCO;C;384080;371686,99
2024;OCC;35450;2024;FCG;321883;2024;PRD;255605;2024;C41;283057;2024-07-26 00:00:00;2024-07-26 00:00:00;F;LGABELLI;2024-07-29 12:44:52;2024-08-08 00:00:00;627406,51;627406,51;2024-08-05 12:12:30;BANCO;C;627406,51;576509,25
2024;OCC;37990;2024;FCG;326407;2024;PRD;267617;2024;C41;286270;2024-07-31 00:00:00;2024-07-31 00:00:00;F;RGAUTO3;2024-07-31 14:13:10;2024-08-13 00:00:00;6352392,32;6352392,32;2024-08-01 12:15:13;BANCO;C;6352392,32;5824807,19
2024;OCC;46736;2024;FCG;417592;2024;PRD;329693;2024;C41;362426;2024-09-24 00:00:00;2024-09-24 00:00:00;F;PDIAZBOS;2024-09-24 14:39:26;2024-10-04 00:00:00;2338110,28;2338110,28;2024-09-30 10:53:09;BANCO;C;2338110,28;2168153,28
2024;OCC;42223;2024;FCG;364314;2024;PRD;296213;2024;C41;315833;2024-08-20 00:00:00;2024-08-20 00:00:00;F;FRANCHEL3;2024-08-20 14:56:16;2024-09-03 00:00:00;238577,66;238577,66;2024-08-26 11:05:43;BANCO;C;238577,66;231388,46
2024;OCC;47381;2024;FCG;424518;2024;PRD;337058;2024;C41;368662;2024-09-26 00:00:00;2024-09-26 00:00:00;F;PDIAZBOS;2024-09-26 14:51:01;2024-10-07 00:00:00;2487436;2487436;2024-09-30 10:53:10;BANCO;C;2487436;2399817,59
2024;OCC;47388;2024;FCG;421166;2024;PRD;337078;2024;C41;363509;2024-09-24 00:00:00;2024-09-24 00:00:00;F;FRANCHEL3;2024-09-24 15:13:29;2024-10-08 00:00:00;4157934,95;4157934,95;2024-09-30 10:53:09;BANCO;C;4157934,95;3979387,53
2024;OCC;48902;2024;FCG;450108;2024;PRD;356856;2024;C41;392144;2024-10-09 00:00:00;2024-10-09 00:00:00;F;RGAUTO3;2024-10-09 12:28:11;2024-10-24 00:00:00;68844,6;68844,6;2024-10-14 11:27:41;BANCO;C;68844,6;66554,52
2024;OCC;51829;2024;FCG;480306;2024;PRD;381511;2024;C41;414301;2024-10-29 00:00:00;2024-10-31 00:00:00;F;RGAUTO3;2024-11-01 12:26:34;2024-11-12 00:00:00;2197678,55;2197678,55;2024-11-01 13:46:13;BANCO;C;2197678,55;2016033,43
2024;OCC;51842;2024;FCG;480488;2024;PRD;381769;2024;C41;414274;2024-10-28 00:00:00;2024-10-28 00:00:00;F;FRANCHEL3;2024-10-29 10:18:00;2024-11-11 00:00:00;264742,94;264742,94;2024-10-31 10:45:09;BANCO;C;264742,94;246690,09
2024;OCC;53070;2024;FCG;490008;2024;PRD;385837;2024;C41;421988;2024-11-06 00:00:00;2024-11-06 00:00:00;F;JCGAUTO2;2024-11-06 15:31:30;2024-11-19 00:00:00;10086462,75;10086462,75;2024-11-19 13:32:06;BANCO;C;10086462,75;9348826,87
2024;OCC;52821;2024;FCG;481996;2024;PRD;384930;2024;C41;416768;2024-10-31 00:00:00;2024-10-31 00:00:00;F;RGAUTO3;2024-10-31 15:14:06;2024-11-14 00:00:00;58343;58343;2024-11-04 12:08:17;BANCO;C;58343;56402,25
2024;OCC;54418;2024;FCG;494584;2024;PRD;392055;2024;C41;435532;2024-11-15 00:00:00;2024-11-15 00:00:00;F;FRANCHEL3;2024-11-19 12:40:57;2024-11-25 00:00:00;1310627,63;1310627,63;2024-12-19 11:53:37;BANCO;C;1310627,63;1215948,61
2024;OCC;54832;2024;FCG;498043;2024;PRD;395401;2024;C41;429596;2024-11-13 00:00:00;2024-11-13 00:00:00;F;RGAUTO3;2024-11-14 12:41:40;2024-11-28 00:00:00;8023356,75;8023356,75;2024-11-19 13:32:05;BANCO;C;8023356,75;7597340,36
2024;OCC;57581;2024;FCG;526400;2024;PRD;419700;2024;C41;455894;2024-12-03 00:00:00;2024-12-03 00:00:00;F;JCGAUTO2;2024-12-03 17:15:51;2024-12-17 00:00:00;339648,46;339648,46;2024-12-30 12:07:56;BANCO;C;339648,46;330023,47
2024;OCC;59634;2024;FCG;566708;2024;PRD;436658;2024;C41;487502;2024-12-23 00:00:00;2024-12-23 00:00:00;F;RGAUTO3;2024-12-26 13:44:35;2025-01-07 00:00:00;108184,27;108184,27;2024-12-26 14:35:14;BANCO;C;108184,27;103765,3
2024;OCC;61840;2024;FCG;568020;2024;PRD;448784;2024;C41;489297;2024-12-27 00:00:00;2024-12-27 00:00:00;F;FRANCHEL3;2024-12-27 11:07:52;2025-01-08 00:00:00;94012;94012;2025-02-17 13:28:32;BANCO;C;94012;91288,02
2021;OCC;39823;2021;FCG;282003;2021;PRD;211186;2021;C41;234173;2021-07-30 00:00:00;2021-07-30 00:00:00;F;RGAUTO3;2021-08-01 22:41:14;2021-08-11 00:00:00;1790000;1790000;2021-08-19 11:59:38;CH_DIF;C;1790000;779871,94
2021;OCC;72587;2021;FCG;509842;2021;PRD;406112;2021;C41;473971;2022-01-05 00:00:00;2022-01-05 00:00:00;F;FRANCHEL3;2022-01-05 11:00:25;2022-01-17 00:00:00;2627257,36;2627257,36;2022-02-18 16:37:51;CH_DIF;C;2627257,36;2286887,94
2022;OCC;36734;2022;FCG;187298;2022;PRD;154726;2022;C41;185038;2022-06-14 00:00:00;2022-06-14 00:00:00;F;VBERALDI;2022-06-14 16:07:53;2022-07-20 00:00:00;4335887,49;4335887,49;2022-06-27 10:24:18;BANCO;C;4335887,49;1582229,2
2022;OCC;46301;2022;FCG;294882;2022;PRD;234071;2022;C41;268034;2022-08-08 00:00:00;2022-08-08 00:00:00;F;VBERALDI;2022-08-08 15:02:21;2022-09-16 00:00:00;5078237,36;5078237,36;2022-08-22 15:43:18;CH_DIF;C;5078237,36;4247324,81
2022;OCC;57197;2022;FCG;372620;2022;PRD;286927;2022;C41;317291;2022-09-13 00:00:00;2022-09-13 00:00:00;F;RGAUTO3;2022-09-16 11:30:48;2022-09-23 00:00:00;1703386,64;1703386,64;2022-09-22 12:12:51;BANCO;C;1703386,64;1579932,33
2022;OCC;67568;2022;FCG;478069;2022;PRD;366205;2022;C41;413980;2022-11-15 00:00:00;2022-11-16 00:00:00;F;RGAUTO3;2022-11-16 10:04:07;2022-11-30 00:00:00;8386,96;8386,96;2022-11-28 11:44:17;BANCO;C;8386,96;7761,41
2022;OCC;72443;2022;FCG;544236;2022;PRD;398484;2022;C41;491591;2023-01-20 00:00:00;2023-01-20 00:00:00;F;VBERALDI;2023-01-23 10:01:22;2023-01-19 00:00:00;487266,5;487266,5;2023-04-12 11:15:47;BANCO;C;1461799,5;467528,57
2022;OCC;72480;2022;FCG;536718;2022;PRD;398540;2022;C41;469730;2022-12-27 00:00:00;2023-01-05 00:00:00;F;RGAUTO3;2023-01-05 12:50:59;2023-01-06 00:00:00;188706,45;188706,45;2023-04-05 12:56:15;BANCO;C;188706,45;156476,02
2022;OCC;72254;2022;FCG;523605;2022;PRD;397487;2022;C41;454529;2022-12-15 00:00:00;2022-12-15 00:00:00;F;RGAUTO3;2022-12-28 09:16:01;2022-12-29 00:00:00;303698,94;303698,94;2023-01-09 12:12:32;BANCO;C;607397,88;293246,38
2022;OCC;84311;2022;FCG;583335;2022;PRD;452075;2022;C41;506098;2023-03-13 00:00:00;2023-03-13 00:00:00;F;FRANCHEL3;2023-03-13 13:44:13;2023-03-16 00:00:00;2076918,74;2076918,74;2023-03-28 12:12:44;BANCO;C;2076918,74;1988405,37
2022;OCC;77248;2022;FCG;566806;2022;PRD;436823;2022;C41;490824;2023-01-19 00:00:00;2023-01-19 00:00:00;F;JCGAUTO2;2023-01-19 14:19:50;2023-03-03 00:00:00;6221945,69;6221945,69;2023-01-30 10:35:28;BANCO;C;12443891,38;5512120,7
2022;OCC;85406;2022;FCG;583655;2022;PRD;453337;2022;C41;506034;2023-03-13 00:00:00;2023-03-13 00:00:00;F;FRANCHEL3;2023-03-13 10:55:18;2023-03-17 00:00:00;3756989,53;3756989,53;2023-03-28 12:12:44;BANCO;C;3756989,53;3595788,8
2022;OCC;82994;2022;FCG;581194;2022;PRD;450119;2022;C41;501873;2023-02-16 00:00:00;2023-02-16 00:00:00;F;RGAUTO3;2023-03-02 15:50:41;2023-03-06 00:00:00;76041,68;76041,68;2023-03-06 10:47:10;BANCO;C;76041,68;63769,55
2022;OCC;84337;2022;FCG;582259;2022;PRD;452128;2022;C41;503057;2023-02-24 00:00:00;2023-02-24 00:00:00;F;VBERALDI;2023-02-27 09:24:13;2023-03-10 00:00:00;131418;131418;2023-03-06 10:46:53;BANCO;C;131418;127075,67
2022;OCC;84312;2022;FCG;582261;2022;PRD;452080;2022;C41;503065;2023-02-24 00:00:00;2023-02-24 00:00:00;F;BUONVISO2;2023-02-24 12:00:47;2023-03-10 00:00:00;26843090,94;26843090,94;2023-03-13 10:35:16;BANCO;C;429489455;23574945,87
2023;OCC;38223;2023;FCG;187008;2023;PRD;145935;2023;C41;168497;2023-05-22 00:00:00;2023-05-22 00:00:00;F;BUONVISO2;2023-05-23 11:07:26;2023-06-07 00:00:00;825614,74;825614,74;2023-06-06 11:25:08;BANCO;C;825614,74;791238,37
2023;OCC;24915;2023;FCG;67555;2023;PRD;56964;2023;C41;66700;2023-03-15 00:00:00;2023-03-15 00:00:00;F;FRANCHEL3;2023-03-15 11:22:46;2023-03-22 00:00:00;1029211,18;1029211,18;2023-03-28 12:55:32;BANCO;C;1029211,18;986026,31
2023;OCC;49341;2023;FCG;253155;2023;PRD;204593;2023;C41;222696;2023-07-02 00:00:00;2023-07-02 00:00:00;F;RGAUTO3;2023-07-03 12:02:43;2023-07-14 00:00:00;21825801,51;21825801,51;2023-07-10 11:05:24;BANCO;C;21825801,51;20882863,34
2023;OCC;46638;2023;FCG;253986;2023;PRD;192488;2023;C41;222703;2023-07-02 00:00:00;2023-07-02 00:00:00;F;RGAUTO3;2023-07-03 12:03:04;2023-07-14 00:00:00;1874194,27;1874194,27;2023-07-11 12:17:21;BANCO;C;1874194,27;1775709,72
2023;OCC;51135;2023;FCG;273630;2023;PRD;219418;2023;C41;244020;2023-07-12 00:00:00;2023-07-12 00:00:00;F;RGAUTO3;2023-07-13 13:01:08;2023-07-25 00:00:00;29158571,45;29158571,45;2023-07-17 10:49:58;BANCO;C;29158571,45;27898384,92
2023;OCC;78276;2023;FCG;551386;2023;PRD;402295;2023;C41;472880;2023-11-14 00:00:00;2023-11-14 00:00:00;F;FRANCHEL3;2023-11-14 14:52:34;2023-11-24 00:00:00;1064844,79;1064844,79;2023-11-16 14:30:25;BANCO;C;1064844,79;1020118,25
2023;OCC;85901;2023;FCG;639405;2023;PRD;477247;2023;C41;537661;2024-01-09 00:00:00;2024-01-09 00:00:00;F;VBERALDI;2024-01-09 12:44:32;2024-01-19 00:00:00;11290837,52;11290837,52;2024-02-01 13:00:47;BANCO;C;11290837,52;10803688,9
2023;OCC;66327;2023;FCG;417944;2023;PRD;317302;2023;C41;369140;2023-09-19 00:00:00;2023-09-19 00:00:00;F;BUONVISO2;2023-09-19 12:48:04;2023-10-03 00:00:00;752539;752539;2023-09-21 11:27:34;BANCO;C;752539;698748,03
