aa_ocompra;n_ocompra;aa_devengado;t_devengado;n_devengado;c_numcred;c_juris;c_sjuris;c_entidad;c_programa;c_inciso;c_pprincipal;c_pparcial;c_psparcial;c_ubica_geo;i_devengado;e_devengado
2021;65641;2024;DRP;5268;16793;60;0;0;1;3;3;5;0;1;6134916,73;X
2021;65644;2024;DRP;4604;16793;29;0;0;1;3;3;5;0;1;572223,75;A
2021;65640;2024;DRP;5271;16793;29;0;0;1;3;3;5;0;1;36578012,04;A
2021;65640;2024;DRP;1449;16793;70;0;0;1;3;3;5;0;1;29880327,94;A
2021;65645;2024;DRP;1444;16793;70;0;0;1;3;3;5;0;1;57509801,75;A
2021;65638;2024;DRP;1447;16793;70;0;0;1;3;3;5;0;1;29696975,83;A
2021;65641;2024;DRP;13905;16960;29;0;0;1;3;3;5;0;1;168311,37;A
2021;65639;2024;DRP;11419;16960;29;0;0;1;3;3;5;0;1;7385042,55;A
2021;65644;2024;DRP;11115;16960;29;0;0;1;3;3;5;0;1;101498401,9;A
2021;65642;2024;DRP;10725;16960;29;0;0;1;3;3;5;0;1;16425656,57;A
2021;65638;2024;DRP;9060;16960;29;0;0;1;3;3;5;0;1;65419764,46;A
2021;65640;2024;DRP;9061;16960;29;0;0;1;3;3;5;0;1;6301572,31;A
2021;65645;2024;DRP;7380;16960;29;0;0;1;3;3;5;0;1;1692857,53;A
2021;65644;2024;DRP;7624;16960;29;0;0;1;3;3;5;0;1;94134863,14;A
2021;65645;2024;DRP;8059;16960;29;0;0;1;3;3;5;0;1;1692857,53;A
2021;65640;2024;DRP;7844;16960;29;0;0;1;3;3;5;0;1;6301572,31;A
2021;65644;2024;DRP;5942;16960;29;0;0;1;3;3;5;0;1;105210159,6;A
2021;65644;2024;DRP;1354;16960;70;0;0;1;3;3;5;0;1;92377998,06;A
2021;65644;2024;DRP;3354;16960;60;0;0;1;3;3;5;0;1;59703468,27;A
2021;65641;2024;DRP;2603;16960;70;0;0;1;3;3;5;0;1;1235421,68;A
2022;4;2024;DRP;3189;31117;20;21;0;89;3;3;5;0;14;51036445,77;A
2021;65639;2024;DRP;13903;26155;29;0;0;1;3;3;5;0;1;1389049,06;A
2021;65639;2024;DRP;7605;26155;21;0;0;1;3;3;5;0;1;11068238,81;A
2021;65639;2024;DRP;5004;26155;21;0;0;1;3;3;5;0;1;10219781,88;A
2021;65641;2024;DRP;13905;25312;29;0;0;2;3;3;5;0;1;848555,19;A
2021;65641;2024;DRP;5268;25312;60;0;0;2;3;3;5;0;1;1558907,08;X
2021;65640;2024;DRP;3663;25312;70;0;0;2;3;3;5;0;1;353571,73;A
2021;65639;2024;DRP;5270;25316;21;0;0;22;3;3;5;0;1;8708290,94;A
2021;65639;2024;DRP;2446;25316;70;0;0;22;3;3;5;0;1;12332060,19;A
2021;65638;2024;DRP;11821;30337;29;0;0;86;3;3;5;0;1;868026,5;A
2021;65638;2024;DRP;6014;30337;29;0;0;86;3;3;5;0;1;2154830,9;A
2021;65638;2024;DRP;3662;30337;60;0;0;86;3;3;5;0;1;2154830,9;A
2021;65639;2024;DRP;13903;30385;29;0;0;53;3;3;5;0;1;247354,57;A
2021;65640;2024;DRP;13390;30385;60;0;0;53;3;3;5;0;1;3804779,41;A
2021;65642;2024;DRP;14595;30385;20;21;0;53;3;3;5;0;1;121432,21;A
2021;65642;2024;DRP;11364;30385;29;0;0;53;3;3;5;0;1;1049121;A
2021;65638;2024;DRP;11821;30385;29;0;0;53;3;3;5;0;1;52160,1;A
2021;65641;2024;DRP;12389;30385;29;0;0;53;3;3;5;0;1;15944080,61;A
2021;65640;2024;DRP;10174;30385;29;0;0;53;3;3;5;0;1;3582252,81;A
2021;65641;2024;DRP;7843;30385;29;0;0;53;3;3;5;0;1;14786961,95;A
2021;65640;2024;DRP;7844;30385;29;0;0;53;3;3;5;0;1;3323456,68;A
2021;65639;2024;DRP;7605;30385;21;0;0;53;3;3;5;0;1;1970973,95;A
2021;65644;2024;DRP;5942;30385;29;0;0;53;3;3;5;0;1;1065633,53;A
2021;65644;2024;DRP;2400;30385;29;0;0;53;3;3;5;0;1;878479,43;X
2021;65641;2024;DRP;2603;30385;70;0;0;53;3;3;5;0;1;13623727,71;A
2021;65642;2024;DRP;1451;30385;70;0;0;53;3;3;5;0;1;889647,97;A
2021;65639;2024;DRP;11419;32310;29;0;0;1;3;3;5;0;1;26938229,37;A
2021;65641;2024;DRP;11251;32310;29;0;0;1;3;3;5;0;1;11751607,6;A
2021;65641;2024;DRP;12389;32310;29;0;0;1;3;3;5;0;1;11751607,6;A
2021;65641;2024;DRP;8855;32310;29;0;0;1;3;3;5;0;1;10898751,63;A
2021;65639;2024;DRP;5270;32310;21;0;0;1;3;3;5;0;1;268973647,8;A
2021;65644;2024;DRP;5942;32310;29;0;0;1;3;3;5;0;1;4124792,35;A
2021;65644;2024;DRP;2511;32310;70;0;0;1;3;3;5;0;1;3400367,13;A
2021;65644;2024;DRP;6621;29458;29;0;0;71;3;3;5;0;1;2178661,34;A
2021;65640;2024;DRP;1449;29466;70;0;0;7;3;3;5;0;1;85292001,56;A
2021;65644;2024;DRP;11896;30482;29;0;0;1;3;3;5;0;1;9890209,71;A
2021;65642;2024;DRP;7979;30482;29;0;0;1;3;3;5;0;1;1113765,63;A
2021;65644;2024;DRP;2511;30482;70;0;0;1;3;3;5;0;1;67740152,35;A
2021;65644;2024;DRP;3660;30482;60;0;0;1;3;3;5;0;1;13656710,66;A
2021;65639;2024;DRP;11419;25529;29;0;0;1;3;3;5;0;1;1244798,94;A
2021;65644;2024;DRP;11115;25529;29;0;0;1;3;3;5;0;1;2000607,4;A
2021;65644;2024;DRP;8698;25529;29;0;0;1;3;3;5;0;1;1855466,69;A
2021;65641;2024;DRP;7843;25529;29;0;0;1;3;3;5;0;1;985800,03;A
2021;65641;2024;DRP;13300;30521;29;0;0;9;3;3;5;0;1;85545739,78;A
2021;65644;2024;DRP;12396;30521;29;0;0;9;3;3;5;0;1;964995,89;A
2021;65640;2024;DRP;12745;30521;60;0;0;9;3;3;5;0;1;62997057,6;A
2021;65640;2024;DRP;9461;30521;29;0;0;9;3;3;5;0;1;694367,58;A
2021;65642;2024;DRP;5002;30521;29;0;0;9;3;3;5;0;1;76505375,85;A
2021;65641;2024;DRP;6017;30521;29;0;0;9;3;3;5;0;1;16678784,96;A
2021;65641;2024;DRP;3350;30521;60;0;0;9;3;3;5;0;1;59303287,49;A
2021;65638;2024;DRP;3662;30521;60;0;0;9;3;3;5;0;1;2430931,91;A
2021;65638;2024;DRP;1447;30521;70;0;0;9;3;3;5;0;1;2310501,91;A
2021;65638;2024;DRP;13391;20652;55;0;0;1;3;3;5;0;1;185235552;A
2021;65638;2024;DRP;12890;20652;55;0;0;1;3;3;5;0;1;26928076,65;A
2021;65638;2024;DRP;11821;20652;29;0;0;1;3;3;5;0;1;37442026,81;A
2021;65638;2024;DRP;10722;20652;55;0;0;1;3;3;5;0;1;240268299,3;A
2021;65638;2024;DRP;2580;20652;60;0;0;1;3;3;5;0;1;109859432,1;A
2021;65638;2024;DRP;3662;20652;60;0;0;1;3;3;5;0;1;60819513,94;A
2021;65642;2024;DRP;11364;20657;29;0;0;57;3;3;5;0;1;25376049,76;A
2021;65641;2024;DRP;13300;20657;29;0;0;57;3;3;5;0;1;89868810,14;A
2021;65638;2024;DRP;12890;20657;55;0;0;57;3;3;5;0;1;31541850,13;A
2021;65645;2024;DRP;12887;20657;29;0;0;57;3;3;5;0;1;2951455,22;A
2021;65645;2024;DRP;10434;20657;45;0;0;57;3;3;5;0;1;2276482,89;A
2021;65641;2024;DRP;10173;20657;29;0;0;57;3;3;5;0;1;78451156,05;A
2021;65645;2024;DRP;7380;20657;29;0;0;57;3;3;5;0;1;12966170,19;A
2021;65642;2024;DRP;7377;20657;29;0;0;57;3;3;5;0;1;5283748,01;A
2021;65639;2024;DRP;5270;20657;21;0;0;57;3;3;5;0;1;410619591,7;A
2021;65638;2024;DRP;7361;20657;29;0;0;57;3;3;5;0;1;89332408,36;A
2021;65644;2024;DRP;4998;20657;29;0;0;57;3;3;5;0;1;18401044,68;A
2021;65638;2024;DRP;6014;20657;29;0;0;57;3;3;5;0;1;121417686;A
2021;65644;2024;DRP;13298;36087;29;0;0;16;3;3;5;0;1;29009480,56;A
2021;65644;2024;DRP;4998;36087;29;0;0;16;3;3;5;0;1;19548090,6;A
2021;65642;2024;DRP;14030;39274;20;21;0;69;3;3;5;0;1;3047775,15;A
2021;65639;2024;DRP;13392;39274;29;0;0;69;3;3;5;0;1;407072;A
2021;65644;2024;DRP;11896;39274;29;0;0;69;3;3;5;0;1;82988,46;A
2021;65644;2024;DRP;12396;39274;29;0;0;69;3;3;5;0;1;706669,66;A
2021;65644;2024;DRP;9747;39274;29;0;0;69;3;3;5;0;1;761690,15;A
2021;65638;2024;DRP;9060;39274;29;0;0;69;3;3;5;0;1;1674623,47;A
2021;65644;2024;DRP;4604;39274;29;0;0;69;3;3;5;0;1;93445,86;A
2021;65644;2024;DRP;1354;39274;70;0;0;69;3;3;5;0;1;605404,35;A
2021;65639;2024;DRP;2446;39274;70;0;0;69;3;3;5;0;1;327412,13;A
2021;65644;2024;DRP;3660;39274;60;0;0;69;3;3;5;0;1;114593,06;A
2021;65645;2024;DRP;10175;34217;29;0;0;7;3;3;5;0;1;7348841,27;A
2021;65645;2024;DRP;7380;34217;29;0;0;7;3;3;5;0;1;6348385,92;A
2021;65640;2024;DRP;7844;34217;29;0;0;7;3;3;5;0;1;6700884,26;A
2021;65639;2024;DRP;13903;37211;29;0;0;65;3;3;5;0;1;32539,76;A
2021;65644;2024;DRP;14015;37211;29;0;0;65;3;3;5;0;1;54961,73;A
2021;65638;2024;DRP;10722;37211;55;0;0;65;3;3;5;0;1;316702,89;A
2021;65639;2024;DRP;8783;37211;21;0;0;65;3;3;5;0;1;259283,76;A
2021;65638;2024;DRP;5009;37211;29;0;0;65;3;3;5;0;1;244807,67;A
2021;65638;2024;DRP;6014;37211;29;0;0;65;3;3;5;0;1;244807,67;A
2021;65638;2024;DRP;1447;37211;70;0;0;65;3;3;5;0;1;232679,73;A
2021;65644;2024;DRP;14015;38305;29;0;0;3;3;3;5;0;1;7065706,96;A
2021;65644;2024;DRP;2511;38305;70;0;0;3;3;3;5;0;1;51884083,66;A
2021;65644;2024;DRP;13298;38391;29;0;0;5;3;3;5;0;1;94764,13;A
2021;65644;2024;DRP;11896;38391;29;0;0;5;3;3;5;0;1;11128,72;A
2021;65639;2024;DRP;12398;38391;29;0;0;5;3;3;5;0;1;2341023,17;A
2021;65640;2024;DRP;5271;38391;29;0;0;5;3;3;5;0;1;36431,49;A
2021;65645;2024;DRP;5267;38391;29;0;0;5;3;3;5;0;1;187177,32;A
2021;65644;2024;DRP;2511;38391;70;0;0;5;3;3;5;0;1;76222,98;A
2021;65639;2024;DRP;1366;38391;70;0;0;5;3;3;5;0;1;2005089,62;A
2021;65639;2024;DRP;10122;40835;21;0;0;1;3;3;5;0;1;6630114,28;A
2021;65644;2024;DRP;14015;37497;29;0;0;7;3;3;5;0;1;31302836,54;A
2021;65643;2024;DRP;12893;37497;29;0;0;7;3;3;5;0;1;2487767,81;A
2021;65644;2024;DRP;4998;37497;29;0;0;7;3;3;5;0;1;192568243,2;A
2021;65644;2024;DRP;2400;37497;29;0;0;7;3;3;5;0;1;229859375,9;X
2023;84055;2024;DRP;11943;38941;55;0;0;51;3;3;5;0;1;11672981,95;A
2023;85404;2024;DRP;11930;38941;55;0;0;51;3;3;5;0;1;224957581,3;A
2023;84680;2024;DRP;12587;38941;55;0;0;51;3;3;5;0;1;19921,9;A
2023;85404;2024;DRP;12995;38941;55;0;0;51;3;3;5;0;1;219778789,1;A
2023;84138;2024;DRP;10277;38941;55;0;0;51;3;3;5;0;1;122742788,2;A
2023;84384;2024;DRP;10276;38941;55;0;0;51;3;3;5;0;1;168882773,2;A
2023;84680;2024;DRP;8953;38941;55;0;0;51;3;3;5;0;1;178163237,7;A
2023;84483;2024;DRP;9915;38941;55;0;0;51;3;3;5;0;1;17022905,11;A
2023;84056;2024;DRP;6106;38941;55;0;0;51;3;3;5;0;1;29762164,7;A
2023;84056;2024;DRP;7122;38941;55;0;0;51;3;3;5;0;1;6128458,62;A
2023;84056;2024;DRP;6353;38941;55;0;0;51;3;3;5;0;1;255352,44;A
2023;84680;2024;DRP;5152;38941;55;0;0;51;3;3;5;0;1;98743588,32;A
2023;84138;2024;DRP;4496;38941;55;0;0;51;3;3;5;0;1;75896522,96;A
2023;85404;2024;DRP;5519;38941;55;0;0;51;3;3;5;0;1;137218552,1;A
2023;84056;2024;DRP;2965;38941;55;0;0;51;3;3;5;0;1;14448090,2;A
2023;85404;2024;DRP;3390;38941;55;0;0;51;3;3;5;0;1;92758958,19;A
2023;84056;2024;DRP;2486;38941;55;0;0;51;3;3;5;0;1;77249926,01;A
2023;85404;2024;DRP;2023;38941;55;0;0;51;3;3;5;0;1;27716176,71;A
2021;65638;2024;DRP;14681;36554;55;0;0;106;3;3;5;0;1;44122,09;A
2021;65638;2024;DRP;12605;36554;55;0;0;106;3;3;5;0;1;580624,99;A
2021;65644;2024;DRP;12396;36554;29;0;0;106;3;3;5;0;1;9373405,46;A
2021;65639;2024;DRP;5270;36554;21;0;0;106;3;3;5;0;1;1272249,19;A
2021;65640;2024;DRP;7364;36554;29;0;0;106;3;3;5;0;1;12252,75;A
2021;65640;2024;DRP;7844;36554;29;0;0;106;3;3;5;0;1;54530,53;A
2021;65644;2024;DRP;6621;36554;29;0;0;106;3;3;5;0;1;1847015,72;A
2021;65644;2024;DRP;3660;36554;60;0;0;106;3;3;5;0;1;1519984,95;A
2021;65640;2024;DRP;3663;36554;70;0;0;106;3;3;5;0;1;42147,62;A
2021;65638;2024;DRP;3662;36554;60;0;0;106;3;3;5;0;1;416401,46;A
2021;65643;2024;DRP;3352;36554;70;0;0;106;3;3;5;0;1;868858,24;A
2021;65644;2024;DRP;1458;36554;70;0;0;106;3;3;5;0;1;8030202,51;A
2021;65638;2024;DRP;1447;36554;70;0;0;106;3;3;5;0;1;395772,65;A
2023;77145;2024;DRP;1720;54943;20;21;0;88;3;3;1;0;14;4601062,16;A
2023;77145;2024;DRP;11859;54945;20;21;0;88;3;3;3;0;14;264369,82;A
2023;77145;2024;DRP;1720;54945;20;21;0;88;3;3;3;0;14;684035,2;A
2023;77145;2024;DRP;4659;54946;20;21;0;88;3;3;6;0;14;1185309,3;A
2023;77145;2024;DRP;5276;54946;20;21;0;88;3;3;6;0;14;15785699,1;A
2023;77145;2024;DRP;11239;54947;20;21;0;88;3;3;9;0;14;2592563,89;A
2023;77145;2024;DRP;1720;54948;20;21;0;88;3;9;6;0;14;3710696,51;A
2024;46291;2025;DRP;2184;43215;45;0;0;75;3;3;1;0;1;23573844,91;A
2024;56498;2025;DRP;1918;43532;55;0;0;53;3;3;1;0;1;5106079,25;A
2024;56153;2025;DRP;1121;43532;55;0;0;53;3;3;1;0;1;1010627,91;A
2024;56498;2025;DRP;1055;43532;55;0;0;53;3;3;1;0;1;13300200,19;A
2021;65639;2025;DRP;2308;26473;29;0;0;86;3;3;5;0;1;52191,36;A
2021;65639;2025;DRP;3539;18619;29;0;0;57;3;3;5;0;1;399669176,6;A
2021;65644;2025;DRP;2319;18619;29;0;0;57;3;3;5;0;1;2720944,35;A
2021;65644;2025;DRP;3604;18619;29;0;0;57;3;3;5;0;1;30091040,64;A
2021;65641;2025;DRP;512;18619;29;0;0;57;3;3;5;0;1;94544752,84;A
2021;65639;2025;DRP;999;18619;29;0;0;57;3;3;5;0;1;381596535,8;A
2021;65645;2025;DRP;1002;18619;45;0;0;57;3;3;5;0;1;16718363,05;A
2021;65638;2025;DRP;901;18619;55;0;0;57;3;3;5;0;1;192438899,2;A
2021;65639;2025;DRP;2704;18621;29;0;0;1;3;3;5;0;1;577095,51;A
2021;65638;2025;DRP;2890;18621;55;0;0;1;3;3;5;0;1;17478570,15;A
2021;65639;2025;DRP;1426;18621;29;0;0;1;3;3;5;0;1;550999,82;A
2021;65641;2025;DRP;3827;25585;29;0;0;1;3;3;5;0;4;11831949,58;A
2021;65644;2025;DRP;2707;25585;29;0;0;1;3;3;5;0;4;36500482,67;A
2021;65644;2025;DRP;893;25585;29;0;0;1;3;3;5;0;4;34850227,65;A
2021;65641;2025;DRP;898;28616;29;0;0;1;3;3;5;0;4;13192291,09;A
2021;65642;2025;DRP;2008;26867;20;21;0;1;3;3;5;0;4;1836543,61;A
2021;65639;2025;DRP;3539;26869;29;0;0;53;3;3;5;0;4;2919977,8;A
2021;65642;2025;DRP;3116;27892;20;21;0;9;3;3;5;0;1;218761932,3;A
2021;65643;2025;DRP;2713;27892;20;21;0;9;3;3;5;0;1;126157560,6;A
2021;65643;2025;DRP;1005;27892;20;21;0;9;3;3;5;0;1;120454896,3;A
2021;65638;2025;DRP;901;27892;55;0;0;9;3;3;5;0;1;7396216,54;A
2023;84055;2025;DRP;2449;22183;55;0;0;51;3;3;5;0;1;182780994,2;A
2023;84056;2025;DRP;2448;22183;55;0;0;51;3;3;5;0;1;343356026,1;A
2023;84056;2025;DRP;3360;22183;55;0;0;51;3;3;5;0;1;323649925,4;A
2023;84138;2025;DRP;1085;22183;55;0;0;51;3;3;5;0;1;124111037,7;X
2023;84384;2025;DRP;1048;22183;55;0;0;51;3;3;5;0;1;178190101,3;A
2021;65639;2025;DRP;2704;24177;29;0;0;1;3;3;5;0;4;11541910,1;A
2021;65644;2025;DRP;2319;24177;29;0;0;1;3;3;5;0;4;209303,41;A
2021;65641;2025;DRP;3827;24179;29;0;0;2;3;3;5;0;4;1598021,84;A
2021;65641;2025;DRP;3827;24181;29;0;0;6;3;3;5;0;4;399505,46;A
2021;65641;2025;DRP;2710;24181;29;0;0;6;3;3;5;0;4;2198715,18;A
2021;65641;2025;DRP;898;24181;29;0;0;6;3;3;5;0;4;2198715,18;A
2021;65639;2025;DRP;510;24183;29;0;0;22;3;3;5;0;9;7713997,52;A
2021;65639;2025;DRP;3539;17436;29;0;0;1;3;3;5;0;1;426008829,3;A
2021;65641;2025;DRP;2710;17436;29;0;0;1;3;3;5;0;1;6596145,55;A
2021;65644;2025;DRP;2319;17436;29;0;0;1;3;3;5;0;1;14626677,9;A
2021;65638;2025;DRP;901;17436;55;0;0;1;3;3;5;0;1;121122878,2;A
2021;65642;2025;DRP;3116;17440;20;21;0;74;3;3;5;0;1;3601321,76;A
2021;65645;2025;DRP;2311;35518;45;0;0;3;3;3;5;0;1;2718072,04;A
2021;65639;2025;DRP;3539;34680;29;0;0;65;3;3;5;0;1;577095,51;A
2021;65639;2025;DRP;2704;34680;29;0;0;65;3;3;5;0;1;577095,51;A
2021;65638;2025;DRP;1692;34680;55;0;0;65;3;3;5;0;1;601371,56;A
2021;65644;2025;DRP;1427;33741;29;0;0;16;3;3;5;0;4;30850528,93;A
2021;65640;2025;DRP;993;33743;60;0;0;106;3;3;5;0;1;589139,29;A
2021;65638;2025;DRP;514;33743;55;0;0;106;3;3;5;0;1;3006857,8;A
2021;65644;2025;DRP;2707;34788;29;0;0;7;3;3;5;0;1;300333888,2;A
2021;65643;2025;DRP;2713;34788;20;21;0;7;3;3;5;0;1;16026392,52;A
2021;65643;2025;DRP;1005;34788;20;21;0;7;3;3;5;0;1;15301956,05;A
2021;65644;2025;DRP;465;34788;29;0;0;7;3;3;5;0;1;291307441,6;A
2021;65640;2025;DRP;2708;41674;60;0;0;7;3;3;5;0;4;173167188,1;A
2021;65645;2025;DRP;2007;41674;45;0;0;7;3;3;5;0;4;14820153,27;A
2021;65641;2025;DRP;898;41674;29;0;0;7;3;3;5;0;4;13192291,09;A
2021;65640;2025;DRP;2708;35983;60;0;0;5;3;3;5;0;1;616932,18;A
2021;65639;2025;DRP;3539;35983;29;0;0;5;3;3;5;0;1;9233528,08;A
2021;65644;2025;DRP;3604;35983;29;0;0;5;3;3;5;0;1;1157347,72;A
2021;65639;2025;DRP;1426;35983;29;0;0;5;3;3;5;0;1;8815997,17;A
2021;65645;2025;DRP;1002;35983;45;0;0;5;3;3;5;0;1;1044897,69;A
2021;65639;2025;DRP;2308;16543;29;0;0;1;3;3;5;0;8;15808974,86;A
2021;65638;2025;DRP;3794;16543;55;0;0;1;3;3;5;0;8;58214165,4;A
2021;65645;2025;DRP;2007;16543;45;0;0;1;3;3;5;0;8;70640289,42;A
2021;65638;2025;DRP;2890;16543;55;0;0;1;3;3;5;0;8;4878360,88;A
2021;65642;2025;DRP;517;16543;20;21;0;1;3;3;5;0;8;11814348,2;A
2021;65638;2025;DRP;901;16543;55;0;0;1;3;3;5;0;8;55774984,97;A
2021;65638;2025;DRP;3794;7516;55;0;0;1;3;3;5;0;4;14237684,33;A
2021;65645;2025;DRP;2311;7516;45;0;0;1;3;3;5;0;4;373403,97;A
2021;65640;2025;DRP;1646;7516;60;0;0;1;3;3;5;0;4;10604507,3;A
2021;65639;2025;DRP;999;7518;29;0;0;27;3;3;5;0;8;79438702,74;A
2021;65641;2025;DRP;3827;6623;29;0;0;100;3;3;5;0;4;86197674,9;A
2021;65640;2025;DRP;3797;6623;60;0;0;100;3;3;5;0;4;89157119,22;A
2021;65639;2025;DRP;2704;6623;29;0;0;100;3;3;5;0;4;852554133,6;A
2021;65643;2025;DRP;2023;6623;20;21;0;100;3;3;5;0;4;7482069,81;A
2021;65641;2025;DRP;3545;6623;29;0;0;100;3;3;5;0;4;474396863,6;A
2021;65642;2025;DRP;517;6623;20;21;0;100;3;3;5;0;4;114682260;A
2021;65644;2025;DRP;465;6623;29;0;0;100;3;3;5;0;4;864293854,4;A
2021;65645;2025;DRP;513;6623;45;0;0;100;3;3;5;0;4;68684692,31;A
2021;65639;2025;DRP;2308;15783;29;0;0;3;3;3;5;0;4;2647846,07;A
2021;65645;2025;DRP;2311;15783;45;0;0;3;3;3;5;0;4;5637324,47;A
2021;65641;2025;DRP;3545;15783;29;0;0;3;3;3;5;0;4;6422091,66;A
2021;65643;2025;DRP;1428;15783;20;21;0;3;3;3;5;0;4;1108924,74;A
2021;65638;2025;DRP;901;15783;55;0;0;3;3;3;5;0;4;57329666,11;A
2021;65639;2025;DRP;2308;2821;29;0;0;1;3;3;5;0;4;4895455,93;A
2021;65641;2025;DRP;3545;2821;29;0;0;1;3;3;5;0;4;11256465,74;A
2021;65642;2025;DRP;1141;2821;20;21;0;1;3;3;5;0;4;63740785,5;A
2021;65640;2025;DRP;516;2821;29;0;0;1;3;3;5;0;4;40484115,37;A
2021;65641;2025;DRP;1478;2821;29;0;0;1;3;3;5;0;4;11256465,74;A
2021;65639;2025;DRP;999;2821;29;0;0;1;3;3;5;0;4;51682790,79;A
2021;65645;2025;DRP;513;2821;45;0;0;1;3;3;5;0;4;9006563,78;A
2021;65640;2025;DRP;2309;2823;60;0;0;7;3;3;5;0;4;725938,17;A
2021;65640;2025;DRP;2708;2823;60;0;0;7;3;3;5;0;4;8057000,19;A
2021;65641;2025;DRP;3545;2823;29;0;0;7;3;3;5;0;4;20051326,47;A
2021;65638;2025;DRP;2668;2825;55;0;0;10;3;3;5;0;4;20106727,47;A
2021;65643;2025;DRP;2023;2825;20;21;0;10;3;3;5;0;4;2440432,46;A
2021;65644;2025;DRP;893;2825;29;0;0;10;3;3;5;0;4;31647688,39;A
2021;65638;2025;DRP;901;2825;55;0;0;10;3;3;5;0;4;20106727,47;A
2021;65644;2025;DRP;2319;3948;29;0;0;9;3;3;5;0;4;11462026,55;A
2021;65638;2025;DRP;2668;14168;55;0;0;1;3;3;5;0;1;4055130,27;A
2021;65644;2025;DRP;2707;14168;29;0;0;1;3;3;5;0;1;29546961,41;A
2021;65641;2025;DRP;2710;14168;29;0;0;1;3;3;5;0;1;29400269,65;A
2021;65645;2025;DRP;2007;14168;45;0;0;1;3;3;5;0;1;3688375,27;A
2021;65644;2025;DRP;465;2022;29;0;0;1;3;3;5;0;1;35360699,65;A
2021;65642;2025;DRP;2008;7413;20;21;0;1;3;3;5;0;4;4237424,79;A
2021;65638;2025;DRP;901;7413;55;0;0;1;3;3;5;0;4;10742120,56;A
2021;65639;2025;DRP;510;7413;29;0;0;1;3;3;5;0;4;42898397,41;A
2021;65642;2025;DRP;3116;7415;20;21;0;40;3;3;5;0;3;600220,29;A
2021;65639;2025;DRP;3539;7415;29;0;0;40;3;3;5;0;3;288547,75;A
2021;65645;2025;DRP;2892;7415;45;0;0;40;3;3;5;0;3;1119986,84;A
2021;65645;2025;DRP;513;7415;45;0;0;40;3;3;5;0;3;1044897,69;A
2019;31815;2020;DRP;9001;59164;35;35;0;91;3;3;1;0;7;169233,45;X
2019;52131;2020;DRP;8944;24497;55;0;0;57;3;3;5;0;1;50723,13;A
2019;52131;2020;DRP;8942;24497;55;0;0;57;3;3;5;0;1;50723,13;A
2019;52184;2020;DRP;9403;24497;55;0;0;57;3;3;5;0;1;348444,97;A
2019;52257;2020;DRP;6085;24497;55;0;0;57;3;3;5;0;1;71034,22;A
2019;52253;2020;DRP;1562;24497;55;0;0;57;3;3;5;0;1;444563,6;A
2019;52257;2020;DRP;6079;24497;55;0;0;57;3;3;5;0;1;306347,04;A
2019;31897;2020;DRP;4898;53010;35;0;0;91;3;3;1;0;1;613957,53;A
2019;31898;2020;DRP;4358;53010;35;0;0;91;3;3;1;0;1;2612553,39;A
2019;31898;2020;DRP;4305;53010;35;35;0;91;3;3;1;0;1;1863623,66;X
2019;31815;2020;DRP;663;53010;35;35;0;91;3;3;1;0;1;572334,98;X
2021;32665;2021;DRP;7577;9678;35;0;0;91;3;3;1;0;1;2049447,54;A
2019;31815;2021;DRP;5086;9678;35;0;0;91;3;3;1;0;1;860237,81;X
2021;32665;2021;DRP;4973;9678;35;0;0;91;3;3;1;0;1;1614092,73;X
2019;31815;2021;DRP;1838;9678;35;0;0;91;3;3;1;0;1;2188982,3;A
2020;37067;2021;DRP;6521;47349;20;23;0;70;3;3;3;0;14;40555,72;A
2019;52257;2021;DRP;9718;24507;55;0;0;57;3;3;5;0;1;399375,23;A
2019;52253;2021;DRP;9977;24507;55;0;0;57;3;3;5;0;1;725768,3;A
2019;52253;2021;DRP;7040;24507;55;0;0;57;3;3;5;0;1;2871132,7;A
2019;52131;2021;DRP;8356;24507;55;0;0;57;3;3;5;0;1;136279,04;A
2019;52184;2021;DRP;6875;24507;55;0;0;57;3;3;5;0;1;2420398,78;A
2019;52131;2021;DRP;6817;24507;55;0;0;57;3;3;5;0;1;139793,26;A
2019;52257;2021;DRP;4421;24507;55;0;0;57;3;3;5;0;1;174238,39;A
2019;52131;2021;DRP;831;24507;55;0;0;57;3;3;5;0;1;54580,83;A
2019;52184;2021;DRP;1844;24507;55;0;0;57;3;3;5;0;1;1882278,57;A
2019;52257;2021;DRP;2752;24507;55;0;0;57;3;3;5;0;1;599929,62;A
2019;52131;2021;DRP;835;24507;55;0;0;57;3;3;5;0;1;10439,63;A
2020;37073;2021;DRP;6523;42771;20;23;0;70;3;3;9;0;14;5953691,47;A
2021;37225;2021;DRP;14228;44302;55;0;0;3;3;3;5;0;1;121519,91;A
2021;37242;2021;DRP;14240;44302;55;0;0;3;3;3;5;0;1;137312,36;A
2021;37275;2021;DRP;13954;44302;55;0;0;3;3;3;5;0;1;141574,84;A
2021;37243;2021;DRP;14261;44302;55;0;0;3;3;3;5;0;1;7193530,32;X
2021;37275;2021;DRP;14264;44302;55;0;0;3;3;3;5;0;1;3545417,24;A
2021;37243;2021;DRP;14251;44302;55;0;0;3;3;3;5;0;1;31138,26;X
2021;37265;2021;DRP;15035;44302;55;0;0;3;3;3;5;0;1;3808144,77;A
2021;37224;2021;DRP;13936;44302;55;0;0;3;3;3;5;0;1;14956,3;A
