t_ocompra;aa_ocompra;n_ocompra;aa_precepcion;t_precepcion;n_precepcion;o_ente;c_unid_ejec;fh_autorizacion;fh_alta;aa_ocompra_orig;t_ocompra_orig;n_ocompra_orig;e_formulario
OCC;2024;67353;2024;PRD;465914;73551;;2025-01-24 00:00:00;2025-01-24 12:00:41;2023;OCA;76141;A
OCC;2024;68054;2024;PRD;467186;120202;;2025-01-29 00:00:00;2025-01-29 16:14:39;2021;OCA;65641;A
OCC;2024;67466;2024;PRD;466095;32879;;2025-01-24 00:00:00;2025-01-24 16:21:35;2023;OCA;76138;A
OCC;2024;69175;2024;PRD;469221;73551;;2025-02-17 00:00:00;2025-02-17 12:58:36;2023;OCA;76135;A
OCC;2024;66722;2024;PRD;464322;311990;;2025-01-17 00:00:00;2025-01-17 17:13:03;2021;OCA;65644;A
OCC;2024;66726;2024;PRD;464325;311990;;2025-01-17 00:00:00;2025-01-17 17:17:37;2021;OCA;65644;A
OCC;2024;68485;2024;PRD;468021;94546;;2025-01-31 00:00:00;2025-01-31 21:28:26;2021;OCA;65642;A
OCC;2024;69186;2024;PRD;469231;120202;;2025-02-17 00:00:00;2025-02-17 15:57:39;2021;OCA;65641;A
OCC;2024;68506;2024;PRD;468158;32118;;2025-02-03 00:00:00;2025-02-03 11:38:17;2021;OCA;65638;A
OCC;2024;66874;2024;PRD;464645;311990;;2025-01-20 00:00:00;2025-01-20 14:56:28;2023;OCA;76141;A
OCC;2021;38566;2021;PRD;200747;32848;;2021-07-13 00:00:00;2021-07-13 13:46:56;2019;OCC;29291;A
OCC;2023;54800;2023;PRD;254011;32879;;2023-07-26 00:00:00;2023-07-26 15:05:13;2021;OCC;32595;A
OCC;2023;55627;2023;PRD;264550;32848;;2023-08-09 00:00:00;2023-08-03 16:39:13;2021;OCC;32593;A
OCC;2022;66964;2022;PRD;361568;311990;;2022-11-02 00:00:00;2022-11-01 21:37:42;2021;OCA;65644;A
OCC;2022;57197;2022;PRD;286927;83261;;2022-09-08 00:00:00;2022-09-08 19:04:24;2021;OCC;32596;A
OCC;2022;82140;2022;PRD;448120;32885;;;2023-01-24 17:39:42;2021;OCC;32594;P
OCC;2022;82915;2022;PRD;449921;311990;;2023-01-31 00:00:00;2023-01-31 17:35:12;2021;OCA;65644;A
OCC;2023;38138;2023;PRD;145346;32321;;2023-05-10 00:00:00;2023-05-10 14:16:56;2021;OCA;65639;A
OCC;2023;38234;2023;PRD;145960;26296;;2023-05-10 00:00:00;2023-05-10 16:24:24;2021;OCA;65640;A
OCC;2023;33135;2023;PRD;117446;32321;;2023-04-19 00:00:00;2023-04-19 12:52:53;2021;OCA;65639;A
OCC;2023;34518;2023;PRD;124946;26296;;2023-04-25 00:00:00;2023-04-25 10:54:39;2021;OCA;65640;A
OCC;2023;93043;2023;PRD;501095;32321;;2024-03-20 00:00:00;2024-03-20 11:40:35;2021;OCA;65639;A
OCC;2023;92917;2023;PRD;500898;32118;;2024-03-08 00:00:00;2024-03-08 15:49:04;2021;OCA;65638;A
OCC;2023;92920;2023;PRD;500902;32118;;2024-03-08 00:00:00;2024-03-08 16:20:40;2021;OCA;65638;A
OCC;2023;92972;2023;PRD;500984;120202;;2024-03-13 00:00:00;2024-03-13 16:18:57;2021;OCA;65641;A
OCC;2023;92794;2023;PRD;500654;120202;;2024-03-04 00:00:00;2024-03-04 14:19:06;2021;OCA;65641;A
OCC;2025;30319;2025;PRD;135566;311990;;2025-05-16 00:00:00;2025-05-16 16:06:28;2023;OCA;76140;A
OCC;2025;30256;2025;PRD;135363;73551;;2025-05-16 00:00:00;2025-05-16 15:00:23;2023;OCA;76135;A
OCC;2024;59632;2024;PRD;436629;32321;;2024-12-09 00:00:00;2024-12-09 11:21:10;2023;OCA;76141;A
OCC;2024;49079;2024;PRD;360418;32321;;2024-10-03 00:00:00;2024-10-03 15:55:10;2021;OCA;65639;A
OCC;2024;64374;2024;PRD;458879;83261;;2025-01-08 00:00:00;2025-01-08 11:09:35;2021;OCA;65643;A
OCC;2024;53001;2024;PRD;385589;94546;;2024-10-25 00:00:00;2024-10-25 11:52:22;2023;OCA;76141;A
OCC;2024;64441;2024;PRD;459234;311990;;2025-01-08 00:00:00;2025-01-08 16:33:45;2021;OCA;65644;A
OCC;2024;64444;2024;PRD;459197;311990;;2025-01-08 00:00:00;2025-01-08 15:36:29;2021;OCA;65644;A
OCC;2024;64321;2024;PRD;458652;32321;;2025-01-07 00:00:00;2025-01-07 16:32:49;2021;OCA;65639;A
OCC;2024;50536;2024;PRD;374864;120202;;2024-10-14 00:00:00;2024-10-14 16:39:53;2021;OCA;65641;A
OCC;2024;62101;2024;PRD;449629;311990;;2024-12-19 00:00:00;2024-12-19 10:44:43;2023;OCA;76141;A
OCC;2024;52855;2024;PRD;385003;311990;;2024-10-24 00:00:00;2024-10-24 15:40:20;2021;OCA;65644;A
OCC;2024;64261;2024;PRD;458477;120202;;2025-01-07 00:00:00;2025-01-07 12:52:07;2021;OCA;65641;A
OCC;2024;61831;2024;PRD;448765;32118;;2024-12-18 00:00:00;2024-12-18 12:37:52;2021;OCA;65638;A
OCC;2024;52824;2024;PRD;385043;26296;;2024-10-24 00:00:00;2024-10-24 16:09:14;2023;OCA;76139;A
OCC;2024;52826;2024;PRD;385056;26296;;2024-10-24 00:00:00;2024-10-24 16:15:03;2023;OCA;76135;A
OCC;2024;58582;2024;PRD;426873;120202;;2024-12-04 00:00:00;2024-12-04 12:10:55;2023;OCA;76141;A
OCC;2024;55111;2024;PRD;397393;32879;;2024-11-12 00:00:00;2024-11-08 16:39:08;2023;OCA;76141;A
OCC;2024;69112;2024;PRD;469093;49584;;2025-02-13 00:00:00;2025-02-13 15:18:28;2025;OCO;8;A
OCC;2022;84334;2022;PRD;452121;311990;;2023-02-22 00:00:00;2023-02-17 14:38:34;2021;OCA;65644;A
OCC;2024;47377;2024;PRD;337044;120202;;2024-09-20 00:00:00;2024-09-20 15:49:39;2021;OCA;65641;A
OCC;2024;46733;2024;PRD;329600;94546;;2024-09-18 00:00:00;2024-09-18 15:11:40;2021;OCA;65642;A
OCC;2024;37905;2024;PRD;267096;275932;;2024-07-23 00:00:00;2024-07-23 16:51:17;2023;OCA;76141;A
OCC;2024;37927;2024;PRD;267112;32118;;2024-07-23 00:00:00;2024-07-23 17:08:07;2023;OCA;76141;A
OCC;2022;84563;2022;PRD;452388;124204;;2023-02-24 00:00:00;2023-02-24 12:19:01;2022;OCC;84546;A
OCC;2022;85505;2022;PRD;453459;124204;;2023-03-01 00:00:00;2023-03-01 15:50:36;2022;OCC;84563;A
OCC;2022;85523;2022;PRD;453476;83261;;2023-03-01 00:00:00;2023-03-01 16:05:06;2022;OCC;85519;A
OCC;2022;84310;2022;PRD;452074;49584;;2023-02-16 00:00:00;2023-02-16 15:54:01;2022;OCC;84309;A
OCC;2022;84312;2022;PRD;452080;120202;;2023-02-17 00:00:00;2023-02-16 16:34:42;2021;OCA;65641;A
OCC;2024;51708;2024;PRD;380711;311990;;2024-10-18 00:00:00;2024-10-18 16:46:04;2021;OCA;65644;A
OCC;2024;45178;2024;PRD;312113;32118;;2024-09-06 00:00:00;2024-09-06 11:31:16;2023;OCA;76141;A
OCC;2023;74293;2023;PRD;374549;124204;;2023-10-10 00:00:00;2023-10-10 16:07:41;2023;OCC;74285;A
OCC;2022;59675;2022;PRD;302850;120202;;2022-09-21 00:00:00;2022-09-21 15:35:09;2019;OCB;11597;A
OCC;2022;77225;2022;PRD;436814;120202;;2023-01-02 00:00:00;2023-01-02 10:49:27;2019;OCB;11597;A
OCC;2022;85411;2022;PRD;453340;49584;;;2023-03-01 11:33:01;2022;OCC;85408;X
OCC;2023;86370;2023;PRD;480720;32321;;2023-12-12 00:00:00;2023-12-12 13:43:32;2023;OCC;86100;A
OCC;2023;86366;2023;PRD;480680;83261;;2023-12-12 00:00:00;2023-12-12 13:06:45;2023;OCC;86149;A
OCC;2024;2362;2024;PRD;1275;161587;;2024-01-23 00:00:00;2024-01-23 12:05:01;2014;OCC;34061;A
OCC;2023;24446;2023;PRD;52991;32321;;2023-03-06 00:00:00;2023-03-06 11:54:30;2022;OCC;85532;A
OCC;2023;70112;2023;PRD;347530;311990;;2023-09-22 00:00:00;2023-09-22 11:18:13;2021;OCA;65644;A
OCC;2023;75397;2023;PRD;382258;32321;;2023-10-18 00:00:00;2023-10-18 18:21:13;2021;OCA;65639;A
OCC;2023;66626;2023;PRD;319961;120202;;2023-09-07 00:00:00;2023-09-07 15:31:10;2021;OCA;65641;A
OCC;2023;66583;2023;PRD;319832;120202;;2023-09-07 00:00:00;2023-09-07 15:04:05;2021;OCA;65641;A
OCC;2023;75416;2023;PRD;382020;32321;;2023-10-18 00:00:00;2023-10-18 15:29:03;2021;OCA;65639;A
OCC;2023;67510;2023;PRD;332700;32321;;2023-09-12 00:00:00;2023-09-12 16:11:04;2021;OCA;65639;A
OCC;2023;67515;2023;PRD;332826;32321;;2023-09-12 00:00:00;2023-09-12 16:23:03;2021;OCA;65639;A
OCC;2023;67519;2023;PRD;332893;32321;;2023-09-22 00:00:00;2023-09-12 16:30:47;2021;OCA;65639;A
OCC;2023;67531;2023;PRD;332967;32321;;2023-09-13 00:00:00;2023-09-12 16:55:51;2021;OCA;65639;A
OCC;2023;75797;2023;PRD;383870;83261;;2023-10-19 00:00:00;2023-10-19 15:55:28;2021;OCA;65643;A
OCC;2023;71989;2023;PRD;353522;83261;;2023-09-28 00:00:00;2023-09-28 16:07:17;2021;OCA;65643;A
OCC;2023;79275;2023;PRD;417937;120202;;2023-11-07 00:00:00;2023-11-07 11:41:45;2021;OCA;65641;A
OCC;2023;68059;2023;PRD;338180;311990;;2023-09-14 00:00:00;2023-09-14 16:05:07;2021;OCA;65644;A
OCC;2023;68082;2023;PRD;338265;311990;;2023-09-14 00:00:00;2023-09-14 16:53:12;2021;OCA;65644;A
OCC;2023;84136;2023;PRD;454972;311990;;2023-12-01 00:00:00;2023-12-01 16:21:31;2021;OCA;65644;A
OCC;2023;66032;2023;PRD;314024;120202;;2023-09-05 00:00:00;2023-09-05 17:00:51;2021;OCA;65641;A
OCC;2025;27615;2025;PRD;116890;311990;;2025-04-29 00:00:00;2025-04-29 17:23:06;2023;OCA;76138;A
OCC;2025;28456;2025;PRD;123084;32879;;2025-05-07 00:00:00;2025-05-07 16:03:11;2023;OCA;76137;A
OCC;2025;22657;2025;PRD;78993;120202;;2025-03-27 00:00:00;2025-03-27 10:32:38;2023;OCA;76137;A
OCC;2025;22597;2025;PRD;78182;311990;;2025-03-26 00:00:00;2025-03-26 16:48:21;2021;OCA;65644;A
OCC;2025;22528;2025;PRD;77434;311990;;2025-03-26 00:00:00;2025-03-26 15:20:36;2021;OCA;65644;A
OCC;2025;22531;2025;PRD;77483;311990;;2025-03-26 00:00:00;2025-03-26 15:25:36;2021;OCA;65644;A
OCC;2024;69061;2024;PRD;469075;32879;;2025-02-13 00:00:00;2025-02-13 14:11:31;2023;OCA;76140;A
OCC;2024;69064;2024;PRD;469089;32879;;2025-02-13 00:00:00;2025-02-13 15:05:23;2023;OCA;76135;A
OCC;2024;69065;2024;PRD;469095;32879;;2025-02-13 00:00:00;2025-02-13 15:32:52;2023;OCA;76141;A
OCC;2024;69066;2024;PRD;469040;32879;;2025-02-12 00:00:00;2025-02-12 21:00:36;2023;OCA;76141;A
OCC;2024;69072;2024;PRD;469041;32879;;2025-02-13 00:00:00;2025-02-12 21:05:42;2023;OCA;76141;A
OCC;2024;68905;2024;PRD;468833;311990;;2025-02-10 00:00:00;2025-02-10 13:35:27;2021;OCA;65644;A
OCC;2024;68851;2024;PRD;468699;83261;;2025-02-07 00:00:00;2025-02-07 15:07:51;2021;OCA;65643;A
OCC;2024;68859;2024;PRD;468712;83261;;2025-02-07 00:00:00;2025-02-07 15:23:01;2021;OCA;65643;A
OCC;2024;67479;2024;PRD;466105;32879;;2025-01-24 00:00:00;2025-01-24 16:35:31;2023;OCA;76139;A
OCC;2024;69157;2024;PRD;469188;73551;;2025-02-14 00:00:00;2025-02-14 16:10:12;2023;OCA;76134;A
OCC;2024;69158;2024;PRD;469181;73551;;2025-02-14 00:00:00;2025-02-14 15:52:33;2023;OCA;76134;A
OCC;2024;67297;2024;PRD;465903;73551;;2025-01-24 00:00:00;2025-01-24 11:39:23;2023;OCA;76141;A
OCC;2024;69184;2024;PRD;469229;120202;;2025-02-17 00:00:00;2025-02-17 15:50:06;2021;OCA;65641;A
OCC;2024;69188;2024;PRD;469237;120202;;2025-02-17 00:00:00;2025-02-17 16:03:48;2021;OCA;65641;A
OCC;2024;68503;2024;PRD;468168;32118;;2025-02-03 00:00:00;2025-02-03 11:51:42;2021;OCA;65638;A
OCC;2024;64474;2024;PRD;459254;311990;;2025-01-08 00:00:00;2025-01-08 16:56:05;2021;OCA;65644;A
OCC;2024;66872;2024;PRD;464647;311990;;2025-01-27 00:00:00;2025-01-20 14:59:36;2023;OCA;76141;A
OCC;2021;38614;2021;PRD;200807;83261;;;2021-07-13 13:53:43;2019;OCC;29304;X
OCC;2021;41412;2021;PRD;219365;32879;;2021-07-29 00:00:00;2021-07-29 13:52:44;2019;OCC;29301;A
OCC;2023;49341;2023;PRD;204593;96905;;2023-06-27 00:00:00;2023-06-27 16:31:35;2023;OCC;44901;A
OCC;2023;51129;2023;PRD;219406;96905;;2023-07-05 00:00:00;2023-07-05 16:04:34;2011;OCC;10342;A
OCC;2022;69656;2022;PRD;381428;32879;;2022-11-16 00:00:00;2022-11-16 15:55:38;2021;OCC;32595;A
OCC;2022;72514;2022;PRD;398631;94546;;2022-12-02 00:00:00;2022-12-02 16:34:08;2021;OCA;65642;A
OCC;2022;72518;2022;PRD;398656;94546;;2022-12-02 00:00:00;2022-12-02 16:53:24;2021;OCA;65642;A
OCC;2022;72480;2022;PRD;398540;26296;;2022-12-02 00:00:00;2022-12-02 15:41:46;2021;OCA;65640;A
OCC;2022;81522;2022;PRD;446598;32321;;2023-01-19 00:00:00;2023-01-19 10:51:25;2021;OCA;65639;A
OCC;2022;81514;2022;PRD;446403;32321;;2023-01-18 00:00:00;2023-01-18 15:53:53;2021;OCA;65639;A
OCC;2022;72278;2022;PRD;397578;94546;;2022-12-02 00:00:00;2022-12-01 17:14:28;2021;OCA;65642;A
OCC;2022;82139;2022;PRD;448118;32321;;2023-01-25 00:00:00;2023-01-24 17:28:39;2021;OCA;65639;A
OCC;2022;82914;2022;PRD;449922;311990;;2023-01-31 00:00:00;2023-01-31 17:35:17;2021;OCA;65644;A
OCC;2022;84066;2022;PRD;451785;76848;;2023-02-14 00:00:00;2023-02-14 15:57:08;2021;OCA;65645;A
OCC;2022;84446;2022;PRD;452267;32118;;2023-02-23 00:00:00;2023-02-23 16:27:58;2021;OCA;65638;A
OCC;2022;84098;2022;PRD;451812;120202;;2023-02-14 00:00:00;2023-02-14 16:37:04;2021;OCA;65641;A
OCC;2022;82777;2022;PRD;449654;32879;;2023-01-31 00:00:00;2023-01-31 11:53:47;2021;OCC;32595;A
OCC;2023;38223;2023;PRD;145935;32118;;2023-05-10 00:00:00;2023-05-10 16:15:24;2021;OCA;65638;A
OCC;2023;33268;2023;PRD;118159;32321;;2023-04-19 00:00:00;2023-04-19 15:41:56;2021;OCA;65639;A
OCC;2023;45148;2023;PRD;182141;311990;;2023-06-08 00:00:00;2023-06-08 16:44:02;2021;OCA;65644;A
OCC;2023;36491;2023;PRD;131890;96905;;2023-05-03 00:00:00;2023-05-03 12:10:47;2011;OCC;10342;A
OCC;2023;45687;2023;PRD;186769;94546;;2023-06-12 00:00:00;2023-06-12 14:33:44;2021;OCA;65642;A
OCC;2023;45705;2023;PRD;186822;120202;;2023-06-12 00:00:00;2023-06-12 14:50:55;2021;OCA;65641;A
OCC;2023;92773;2023;PRD;500621;32321;;2024-03-04 00:00:00;2024-03-01 09:32:25;2021;OCA;65639;A
OCC;2023;92774;2023;PRD;500620;32321;;2024-03-04 00:00:00;2024-03-01 09:29:04;2021;OCA;65639;A
OCC;2023;92776;2023;PRD;500619;32321;;2024-03-04 00:00:00;2024-03-01 09:18:59;2021;OCA;65639;A
OCC;2023;92892;2023;PRD;500836;94546;;2024-03-07 00:00:00;2024-03-07 11:08:36;2021;OCA;65642;A
OCC;2023;92826;2023;PRD;500687;311990;;;2024-03-04 16:53:48;2021;OCA;65644;X
OCC;2023;92826;2023;PRD;500688;311990;;2024-03-04 00:00:00;2024-03-04 16:57:53;2021;OCA;65644;A
OCC;2023;92819;2023;PRD;500676;311990;;2024-03-04 00:00:00;2024-03-04 16:05:11;2021;OCA;65644;A
OCC;2023;93006;2023;PRD;501058;120202;;2024-03-18 00:00:00;2024-03-18 10:19:19;2021;OCA;65641;A
OCC;2025;34037;2025;PRD;171821;73551;;2025-06-10 00:00:00;2025-06-10 11:53:01;2022;OCA;78336;A
OCC;2025;35616;2025;PRD;180840;32879;;2025-06-18 00:00:00;2025-06-18 17:11:23;2023;OCA;76139;A
OCC;2025;35618;2025;PRD;180843;32879;;2025-06-18 00:00:00;2025-06-18 17:14:49;2023;OCA;76137;A
OCC;2025;30261;2025;PRD;135379;73551;;2025-05-16 00:00:00;2025-05-16 15:05:55;2023;OCA;76141;A
OCC;2024;64438;2024;PRD;459191;311990;;2025-01-08 00:00:00;2025-01-08 15:30:23;2021;OCA;65644;A
OCC;2024;49213;2024;PRD;362736;311990;;2024-10-04 00:00:00;2024-10-04 14:58:11;2021;OCA;65644;A
OCC;2023;80419;2023;PRD;434925;32321;;2023-11-14 00:00:00;2023-11-14 14:27:18;2021;OCA;65639;A
OCC;2024;61625;2024;PRD;448124;94546;;2024-12-17 00:00:00;2024-12-17 15:17:22;2021;OCA;65642;A
OCC;2024;63215;2024;PRD;453417;32321;;2024-12-26 00:00:00;2024-12-26 15:12:45;2021;OCA;65639;A
OCC;2024;49070;2024;PRD;360101;32321;;2024-10-03 00:00:00;2024-10-03 15:00:43;2021;OCA;65639;A
OCC;2024;49076;2024;PRD;360313;32321;;2024-10-03 00:00:00;2024-10-03 15:32:22;2021;OCA;65639;A
OCC;2024;49080;2024;PRD;360384;32321;;2024-10-03 00:00:00;2024-10-03 15:45:36;2021;OCA;65639;A
OCC;2024;53039;2024;PRD;385776;94546;;2024-10-25 00:00:00;2024-10-25 12:54:16;2023;OCA;76141;A
OCC;2024;53062;2024;PRD;385809;94546;;2024-10-25 00:00:00;2024-10-25 13:14:41;2023;OCA;76141;A
OCC;2024;49205;2024;PRD;362499;32321;;2024-10-04 00:00:00;2024-10-04 14:12:26;2021;OCA;65639;A
OCC;2024;53028;2024;PRD;385810;275932;;2024-10-25 00:00:00;2024-10-25 13:15:21;2021;OCA;65645;A
OCC;2024;64320;2024;PRD;458641;32321;;2025-01-07 00:00:00;2025-01-07 16:16:26;2021;OCA;65639;A
OCC;2024;54832;2024;PRD;395401;32321;;2024-11-07 00:00:00;2024-11-07 16:13:41;2023;OCA;76141;A
OCC;2024;52815;2024;PRD;384932;311990;;2024-10-24 00:00:00;2024-10-24 15:10:20;2021;OCA;65644;A
